,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.2.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_1462G,5.58,5.18,5.41,5.60,5.01,5.43,11.70,8.26,8.90,11.29,13.18,12.93,19.16,26.47,15.51,12.42,17.02,15.87,20.39,14.32,15.03,26.77,69.76,13.00
VNG_1463G,12.10,13.93,13.58,17.53,19.98,18.67,151.82,69.72,165.03,936.03,698.03,1071.14,196.76,256.99,169.97,204.17,116.51,372.52,279.30,205.88,247.05,146.62,305.72,427.20
VNG_1464G,4.66,4.95,5.58,6.65,6.97,6.40,30.53,21.07,25.92,61.91,62.55,62.98,68.93,65.54,76.20,9.58,37.90,74.57,139.77,55.20,85.00,82.55,138.65,187.06
VNG_1465G,2.22,2.15,2.11,3.71,4.05,3.48,10.58,14.34,18.89,37.23,37.56,40.33,19.82,14.94,17.84,6.43,0.00,18.76,14.07,14.81,15.55,27.69,9.62,0.00
VNG_1466H,591.72,555.46,644.01,834.85,554.16,615.46,504.34,736.42,491.50,136.88,174.54,108.38,0.00,548.04,1178.02,2830.07,1291.98,1032.74,0.00,815.39,856.14,0.00,1059.44,2960.83
VNG_1467G,13.39,15.99,24.01,49.23,34.75,46.53,229.69,297.64,555.46,1730.65,1454.22,1792.23,106.88,99.71,60.45,108.92,144.65,130.08,86.69,68.47,119.82,156.44,59.31,165.75
VNG_1468H,3.25,3.50,9.00,7.09,8.48,8.81,45.28,72.95,93.03,355.99,382.66,398.04,0.00,262.73,41.83,75.37,275.27,0.00,164.97,0.00,182.41,108.26,225.72,630.83
VNG_1470G,74.15,61.76,52.64,31.41,28.13,34.92,30.95,17.06,16.98,18.81,18.10,18.54,16.72,33.60,42.13,65.06,34.65,39.57,0.00,43.74,32.80,7.79,16.24,45.38
VNG_1471C,106.93,93.91,87.84,73.71,60.90,71.45,59.42,75.13,64.42,53.60,61.57,51.53,244.60,260.20,305.54,233.27,221.50,204.30,163.38,204.32,327.43,80.41,111.78,195.24
VNG_1472G,160.85,148.54,168.31,166.09,154.36,126.17,159.71,324.74,276.15,65.08,81.12,70.71,107.99,112.83,113.49,81.24,71.61,79.73,42.92,51.65,40.68,44.26,46.14,46.89
VNG_1473H,471.18,451.06,553.99,486.02,465.95,390.38,486.44,792.95,823.30,157.43,195.81,145.48,294.30,110.88,52.96,190.86,87.13,139.29,208.87,0.00,0.00,0.00,428.68,0.00
VNG_1474G,58.93,51.74,58.82,67.66,85.47,59.00,167.32,153.02,125.68,45.19,49.35,36.67,143.88,93.96,145.00,158.62,76.67,204.30,0.00,118.29,112.91,0.00,13.97,39.05
VNG_1475C,107.62,114.53,103.89,98.13,88.78,72.60,65.77,71.76,54.65,95.70,81.90,88.99,74.06,114.71,99.96,72.04,102.32,78.87,61.32,73.80,67.81,86.23,65.93,83.75
VNG_1476C,76.27,83.92,88.40,78.25,70.43,60.86,58.24,66.82,48.35,85.00,80.81,102.30,66.03,58.60,55.45,34.26,62.56,100.01,87.48,85.54,58.73,41.00,89.77,23.89
VNG_1478G,147.21,130.23,118.36,136.89,143.52,105.60,120.14,233.18,142.19,95.77,101.94,76.78,215.82,169.85,186.43,186.62,161.87,170.25,102.11,107.53,79.04,227.83,251.49,312.38
VNG_1479H,689.14,460.41,468.01,449.20,329.88,319.71,249.22,347.74,264.18,223.98,199.26,167.13,1660.68,1251.34,1942.59,1884.70,1229.14,982.51,589.31,620.59,977.40,773.43,403.16,2253.46
VNG_1480C,42.45,29.64,35.47,37.55,24.91,24.14,47.55,41.22,31.69,17.61,21.48,21.82,587.65,442.80,423.02,508.13,86.99,533.10,0.00,73.20,269.00,45.61,95.11,265.80
VNG_1481G,68.83,54.75,62.59,55.83,51.15,47.53,25.86,40.07,36.72,38.31,46.22,36.09,341.90,236.16,266.63,258.68,219.32,283.19,80.89,42.59,67.08,0.00,0.00,77.32
VNG_1482G,257.05,226.30,223.36,239.44,228.70,200.82,124.65,163.21,117.70,135.30,149.20,130.75,281.81,197.70,216.85,189.06,143.85,202.37,386.22,94.42,236.40,325.86,500.14,263.73
VNG_1483C,450.77,354.62,369.10,305.45,362.23,360.27,336.20,325.54,243.34,228.91,291.80,353.72,29.62,171.11,21.32,19.21,70.15,42.06,84.09,44.27,92.97,110.36,0.00,80.38
VNG_1484H,23.07,17.39,17.94,18.81,16.87,14.55,14.55,23.55,17.45,21.85,28.05,20.10,50.45,40.12,87.76,76.34,79.65,59.69,59.67,43.99,72.58,39.16,48.99,68.45
VNG_1486H,285.89,256.21,262.27,282.31,196.61,244.20,151.86,307.65,284.64,171.54,153.20,160.27,0.00,0.00,212.72,0.00,349.95,279.73,0.00,441.72,0.00,0.00,0.00,1603.96
VNG_1487H,375.90,313.28,286.43,197.34,174.46,174.65,59.25,61.32,56.24,70.45,65.21,61.42,34.78,165.98,137.71,157.89,102.97,131.70,49.37,77.99,136.47,32.40,67.55,94.39
VNG_1488G,132.02,109.88,102.90,90.52,87.98,82.48,80.01,81.71,91.41,55.07,46.91,36.65,381.57,438.84,303.58,286.52,332.95,304.16,342.07,60.04,110.32,93.53,19.50,163.51
VNG_1490H,546.24,1102.68,2895.27,1223.79,1232.02,1839.68,1448.18,1336.80,1387.37,755.12,1112.87,1752.70,1011.24,982.85,902.02,399.19,390.51,395.39,312.04,164.30,172.51,81.91,170.78,119.32
VNG_1492C,41.85,36.80,46.25,30.35,25.71,30.95,14.30,19.44,13.58,9.80,11.20,11.34,583.80,635.41,534.06,2713.31,2448.54,1093.75,172.64,218.16,534.48,181.26,236.21,198.05
VNG_1493G,37.29,30.18,42.24,253.94,351.74,62.92,54.12,53.25,47.21,82.86,81.68,57.18,42.36,102.84,116.88,45.78,41.80,93.56,100.21,68.59,55.40,105.21,47.99,172.43
VNG_1494G,23215.93,21945.97,15868.46,16473.64,17071.75,15707.34,6839.76,5402.14,4287.62,1952.27,1547.37,1769.36,0.00,110.30,0.00,284.78,0.00,415.68,0.00,0.00,0.00,409.03,0.00,0.00
VNG_1496G,5867.72,6557.52,4861.10,4456.30,5796.13,5681.90,1734.75,2124.84,1588.24,643.97,516.67,604.00,0.00,62.83,90.04,162.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_1497C,48.95,41.39,39.63,41.44,43.76,39.91,53.88,61.98,56.56,56.56,70.62,62.29,226.55,125.79,81.54,77.33,134.15,135.45,33.85,71.29,74.86,22.21,46.32,64.72
VNG_1498G,69.95,58.31,58.45,60.09,66.44,54.46,46.16,55.14,36.57,20.79,26.73,20.49,20.86,55.01,33.78,47.34,55.57,49.36,74.01,38.97,32.73,58.28,40.51,113.21
VNG_1500H,50.85,39.71,36.07,35.88,34.21,28.27,43.61,50.68,41.13,39.58,44.02,38.40,252.60,146.41,104.90,189.02,149.57,128.75,137.90,87.13,137.23,72.40,56.61,105.47
VNG_1501G,26.76,25.62,22.58,15.71,16.26,14.23,16.48,10.57,11.41,7.25,8.39,8.96,31.72,29.88,22.83,23.14,18.78,26.27,39.39,8.89,15.56,7.39,0.00,10.76
VNG_1503C,23.94,19.64,16.38,18.33,22.00,14.10,39.64,23.89,25.29,16.77,15.42,16.26,115.73,215.94,113.06,139.39,88.11,148.68,140.81,135.93,103.80,61.60,32.11,89.74
VNG_1505G,24.96,24.12,23.80,18.99,18.29,20.37,36.47,20.44,22.82,9.30,11.58,13.66,304.28,403.45,412.60,211.09,234.64,301.43,552.43,280.30,705.23,632.76,1044.48,729.76
VNG_1506G,56.29,54.52,48.77,38.86,40.54,35.71,46.74,27.14,26.66,17.99,17.14,21.07,102.85,74.92,74.04,33.35,66.99,68.15,204.39,38.44,177.57,134.12,289.65,251.22
VNG_1508C,60.59,56.52,54.74,44.75,40.59,38.93,40.87,31.05,28.21,20.15,22.34,22.99,0.00,9.44,6.77,27.43,5.56,6.67,20.01,7.02,3.69,4.38,13.69,12.75
VNG_1510C,80.54,70.33,65.14,47.77,48.72,48.25,42.66,35.38,37.26,58.44,57.92,52.65,0.00,18.68,11.15,16.08,11.01,38.13,35.19,9.26,34.04,17.32,30.09,67.28
VNG_1511C,289.03,252.80,235.97,171.28,181.00,183.34,69.00,62.66,42.76,30.79,39.73,36.31,14.53,17.03,24.41,15.71,8.60,13.76,0.00,18.10,11.40,13.54,47.04,26.29
VNG_1513H,149.78,117.82,117.60,114.75,100.23,89.95,147.98,114.40,77.24,64.99,68.52,47.22,0.00,42.92,246.04,332.48,101.19,647.08,0.00,0.00,268.21,159.18,0.00,0.00
VNG_1514H,35.12,26.86,25.25,24.30,18.71,18.83,13.23,16.80,10.31,7.76,9.21,8.25,132.01,160.25,158.37,214.02,65.14,114.55,218.60,213.76,189.92,266.41,213.65,119.42
VNG_1515G,101.91,87.90,93.56,79.72,74.42,66.78,50.09,75.49,62.37,48.03,60.17,46.75,0.00,17.48,8.35,30.08,27.47,21.96,0.00,34.67,0.00,0.00,0.00,0.00
VNG_1518H,84.05,69.11,78.34,72.60,67.33,71.75,74.14,129.13,97.15,38.45,56.15,47.30,186.94,56.34,80.74,121.23,154.96,70.78,0.00,111.77,205.38,313.43,181.53,304.40
VNG_1519H,8.33,8.34,11.30,6.87,13.97,13.67,62.80,47.38,41.32,33.82,94.67,46.31,250.16,188.50,90.04,0.00,148.13,0.00,0.00,186.97,588.94,0.00,0.00,0.00
VNG_1520G,21.10,17.61,14.51,12.00,11.61,12.65,22.01,9.10,9.99,8.02,8.54,8.14,158.16,103.90,118.23,86.79,79.24,166.99,86.35,54.56,95.47,34.00,59.07,33.02
VNG_1523G,75.89,72.47,73.84,84.29,78.36,65.38,107.96,169.87,155.18,255.01,323.05,284.41,352.77,491.24,403.32,639.23,414.69,464.08,51.55,170.60,134.35,101.48,30.23,168.95
VNG_1524C,1090.31,986.78,1008.77,1272.81,1328.73,1153.42,623.46,778.60,600.92,669.40,729.52,729.29,83.99,128.50,134.67,94.09,72.34,90.35,65.03,102.72,197.74,192.03,81.56,352.28
VNG_1525C,14.91,12.06,13.54,21.94,19.45,18.09,40.72,91.46,73.67,33.11,44.77,32.10,130.41,112.31,96.11,108.74,139.73,117.57,158.67,134.60,116.96,347.07,211.07,269.66
VNG_1526G,50.34,48.74,44.27,62.77,70.89,37.81,44.25,58.50,40.75,70.89,58.06,70.62,31.42,37.49,33.93,40.76,18.61,11.16,78.06,29.36,49.32,36.59,30.52,0.00
VNG_1528G,9.23,9.98,7.39,10.36,11.02,7.11,8.37,3.87,4.20,5.21,4.43,5.14,14.57,32.93,39.32,23.61,30.19,31.02,20.67,27.22,51.44,20.35,14.14,79.06
VNG_1529G,134.82,122.49,118.87,124.38,106.47,125.01,69.80,79.92,70.63,22.27,23.01,22.48,172.94,163.73,134.07,146.67,126.03,125.93,188.83,169.03,78.30,99.13,161.48,72.21
VNG_1530H,167.98,155.17,156.22,158.69,129.60,146.88,91.20,104.72,63.92,20.30,36.18,30.74,0.00,99.83,95.37,85.92,78.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_1532G,150.00,142.47,131.95,131.41,138.63,121.73,105.20,131.37,100.23,37.99,47.62,37.87,5.50,22.11,31.69,17.84,19.55,31.25,31.24,24.68,60.45,30.75,26.72,59.73
VNG_1533H,78.88,69.10,74.27,89.77,76.48,73.40,73.58,126.96,110.57,47.92,56.26,44.37,46.19,32.49,36.58,56.92,21.88,50.29,32.79,27.62,90.63,55.94,53.83,100.29
VNG_1534H,374.95,334.24,369.65,570.69,650.54,840.37,782.67,969.82,1047.76,670.25,615.59,695.44,0.00,220.65,632.39,569.72,520.17,415.80,0.00,0.00,0.00,0.00,0.00,0.00
VNG_1536C,116.96,108.81,100.56,156.44,147.16,118.21,324.94,521.00,473.99,280.44,278.26,227.97,73.85,92.75,119.62,191.58,43.73,87.39,0.00,137.99,173.87,34.40,35.86,100.21
VNG_1537C,16.96,15.52,13.89,11.65,12.41,12.14,27.67,10.88,10.88,9.73,10.44,11.34,130.89,144.66,128.77,141.48,108.51,115.65,74.32,117.39,150.65,170.69,211.85,189.46
VNG_1538H,237.04,221.28,248.72,284.01,263.63,250.03,231.05,247.18,214.13,215.21,234.37,223.03,13.92,17.48,30.06,9.03,32.97,26.35,19.76,124.84,109.23,181.52,108.14,226.66
VNG_1540G,3.98,4.43,3.69,5.05,7.32,4.81,40.70,39.61,52.51,90.02,113.81,92.46,140.82,238.75,171.06,331.05,364.80,416.57,24.99,144.72,124.32,213.15,34.19,334.41
VNG_1541G,1036.56,1003.36,975.42,938.11,879.23,783.51,427.40,747.30,595.25,125.38,139.12,102.51,8.38,23.16,18.11,16.31,59.57,19.84,11.90,37.60,26.32,31.24,16.28,0.00
VNG_1542G,1091.93,1044.98,1082.07,945.23,963.93,872.42,566.32,909.15,744.13,152.06,188.05,131.18,0.00,13.48,24.15,17.41,15.89,12.70,19.05,0.00,31.59,0.00,26.06,0.00
VNG_1543G,238.97,215.39,226.51,208.96,183.15,178.85,85.66,176.33,122.92,19.86,24.70,16.69,42.45,58.65,76.40,27.53,75.41,65.30,105.46,47.59,149.92,118.63,247.36,115.21
VNG_1544G,8.70,8.64,10.32,7.61,7.35,7.71,12.91,5.81,5.71,5.75,6.24,7.24,86.59,77.67,59.36,45.46,41.50,60.50,29.26,43.14,29.12,38.41,32.03,33.57
VNG_1546H,60.60,55.38,46.44,56.79,56.30,49.14,85.35,114.70,96.25,130.43,140.62,140.66,328.89,82.61,118.37,106.64,0.00,77.83,0.00,0.00,0.00,306.35,319.38,0.00
VNG_1547C,54.61,45.42,51.34,57.41,60.65,48.96,111.18,127.15,106.08,134.11,160.58,133.52,154.20,100.70,222.00,120.00,182.61,145.97,87.55,207.45,96.81,114.91,119.79,585.88
VNG_1548C,52.82,43.22,37.60,26.11,28.56,23.22,32.83,34.48,31.38,21.24,22.35,23.41,0.00,11.05,42.24,9.51,0.00,20.83,0.00,21.93,23.02,0.00,56.98,79.63
VNG_1550G,961.31,1015.77,948.28,1404.27,1363.16,1612.64,961.17,1193.96,1145.02,196.91,272.10,221.34,24.73,31.05,17.80,32.07,73.21,35.11,0.00,18.48,97.02,0.00,48.02,134.21
VNG_1551G,443.81,417.28,420.00,602.36,573.66,682.82,330.43,626.68,488.06,78.50,138.00,86.69,0.00,35.79,25.64,0.00,0.00,0.00,0.00,0.00,27.96,0.00,0.00,48.34
VNG_1553G,338.30,352.09,330.26,487.25,484.36,575.05,242.81,507.96,394.06,61.78,103.46,73.40,13.48,10.16,29.11,17.49,23.95,12.76,19.14,0.00,10.58,12.56,39.27,0.00
VNG_1554G,434.27,489.15,465.78,650.83,667.65,799.35,429.93,679.89,516.40,81.20,145.48,114.43,11.56,2.90,4.16,7.49,13.68,5.47,0.00,0.00,9.07,0.00,11.22,0.00
VNG_1555G,403.76,419.19,415.11,636.21,584.48,683.99,339.62,610.22,473.02,74.11,113.42,91.08,57.00,32.21,46.16,46.21,25.31,13.49,101.14,21.30,44.73,119.47,179.91,0.00
VNG_1557G,532.18,543.39,546.53,875.45,781.17,952.81,514.34,807.89,582.77,91.55,142.59,111.64,11.13,27.95,48.05,14.43,32.94,21.06,47.38,16.63,78.58,31.09,129.65,60.39
VNG_1558H,749.14,728.61,728.47,1166.24,887.73,1047.84,308.74,1081.54,677.90,114.12,174.34,119.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.06,0.00,0.00
VNG_1559H,301.42,271.92,279.73,453.26,364.56,437.43,186.00,471.98,279.52,42.11,73.76,44.21,0.00,9.06,12.98,23.38,0.00,8.53,0.00,0.00,0.00,0.00,17.51,0.00
VNG_1561C,495.51,499.39,508.40,745.13,705.83,823.87,418.65,791.78,486.60,73.93,139.83,91.78,179.98,45.20,56.68,87.54,39.96,31.94,95.80,67.26,105.93,20.96,109.23,0.00
VNG_1562H,497.62,463.12,458.06,739.95,623.53,753.92,364.25,750.60,427.18,61.65,118.71,75.42,104.71,92.05,75.38,101.86,62.00,123.90,74.32,39.13,164.35,48.77,50.84,0.00
VNG_1564H,74.51,70.31,70.76,100.58,94.96,117.03,39.32,126.42,65.64,9.30,24.89,11.57,79.00,108.03,120.05,199.23,135.13,112.17,161.97,104.96,103.32,40.88,76.71,95.28
VNG_1565G,23.23,20.02,20.13,20.22,21.32,19.21,30.22,26.37,24.44,12.56,21.40,15.35,124.72,132.54,191.65,289.32,176.11,342.85,156.61,125.49,191.99,107.24,293.48,299.44
VNG_1566G,344.45,322.43,330.35,440.51,447.89,347.17,397.20,744.45,604.06,202.69,289.57,195.48,23.07,9.66,11.99,13.30,15.18,16.98,10.91,9.58,16.09,4.77,14.93,13.91
VNG_1567G,168.72,163.89,164.94,202.82,219.87,183.86,303.11,386.30,339.04,114.11,192.26,134.24,35.00,13.19,44.09,0.00,31.09,24.85,0.00,26.16,27.47,16.30,16.99,0.00
VNG_1568G,203.54,205.17,206.42,262.01,283.78,218.59,224.95,444.62,373.71,128.89,204.92,130.63,97.58,220.59,204.88,189.85,86.67,161.65,277.03,72.93,268.02,136.34,63.17,176.56
VNG_1570H,39.10,31.97,25.17,24.08,34.54,22.31,66.28,41.21,38.96,39.85,55.97,41.71,1165.54,1392.53,1439.92,2288.03,1557.46,2132.08,670.71,1000.60,1359.61,249.41,137.66,683.93
VNG_1572C,32.78,25.73,31.10,42.68,35.43,37.08,35.76,81.29,59.64,37.32,55.61,36.41,12.79,3.21,9.21,8.29,0.00,0.00,0.00,0.00,10.04,0.00,24.84,0.00
VNG_1573G,23.84,20.11,24.69,25.79,27.72,29.01,31.87,49.32,42.18,22.39,38.94,28.52,0.00,6.01,8.62,15.53,9.45,26.44,0.00,5.97,12.53,7.43,0.00,0.00
VNG_1574G,40.47,38.69,47.46,47.14,50.39,47.02,63.91,72.47,67.87,42.14,53.39,54.64,0.00,23.64,6.77,0.00,22.29,26.72,0.00,14.07,14.77,17.53,0.00,0.00
VNG_1576G,17.20,17.02,21.46,20.71,21.25,22.09,33.16,39.82,31.80,18.14,30.67,25.04,6.71,32.03,7.25,8.70,19.87,3.18,28.58,10.03,31.60,12.50,26.07,72.86
VNG_1577C,37.72,30.11,25.50,28.87,27.16,23.28,20.49,23.70,24.57,12.82,17.51,15.72,0.00,52.42,12.52,22.56,20.59,32.92,49.37,26.00,109.18,97.19,135.10,94.39
VNG_1578H,11.52,11.11,8.71,9.87,10.39,10.94,11.41,17.34,10.51,4.88,12.23,5.89,0.00,0.00,0.00,0.00,14.65,0.00,0.00,0.00,9.70,0.00,12.01,0.00
VNG_1580H,5.97,4.77,5.78,5.39,5.39,5.76,5.84,7.17,5.86,2.42,5.62,3.58,0.00,0.00,8.10,14.59,0.00,31.94,63.87,16.81,17.65,20.96,21.85,0.00
VNG_1581C,12.97,12.31,15.06,12.90,14.60,14.81,26.16,22.76,18.73,9.13,19.69,12.54,0.00,18.33,8.76,0.00,0.00,11.51,34.53,18.18,19.09,45.32,0.00,66.02
VNG_1582G,15.23,13.56,13.65,12.27,15.55,13.51,30.33,15.85,18.11,11.09,16.46,16.09,66.51,72.39,59.85,129.40,98.45,47.22,31.47,24.85,86.99,20.65,0.00,30.08
VNG_1583C,7.21,7.42,8.73,6.45,8.68,5.95,16.34,8.95,8.49,5.89,9.97,8.10,36.27,45.55,52.22,47.05,64.43,77.25,51.49,67.77,42.70,16.89,17.61,49.22
VNG_1585C,182.93,254.82,195.81,248.52,254.00,237.96,278.82,162.75,171.68,46.18,45.15,52.41,283.83,248.43,386.96,373.71,315.75,325.67,415.09,527.12,398.22,616.88,501.13,326.79
VNG_1587H,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_1589C,37.81,59.98,60.32,60.41,84.81,81.00,482.91,117.91,244.41,183.36,141.65,231.77,42.12,95.21,121.27,54.63,149.63,99.67,239.13,409.21,165.25,274.61,408.99,114.30
VNG_1590H,2.71,11.97,16.71,1.46,19.07,20.21,108.35,8.29,36.15,14.20,22.83,48.86,813.56,437.87,752.96,602.98,481.72,495.08,0.00,521.18,182.41,324.77,338.58,0.00
VNG_1591H,985.65,1060.81,1029.44,774.95,979.29,1172.07,493.68,395.29,382.71,108.15,114.44,122.40,464.97,233.57,502.06,1206.15,0.00,880.28,1319.99,0.00,364.88,5197.19,903.04,1261.87
VNG_1592G,4.48,3.81,4.00,3.84,3.86,4.03,10.86,3.15,3.30,4.71,9.39,11.37,162.16,248.09,196.33,286.82,192.04,265.15,0.00,44.07,57.84,0.00,57.26,40.01
VNG_1595C,16.39,15.92,16.55,13.34,16.84,12.89,30.74,14.90,10.96,37.22,37.65,67.56,455.70,405.24,363.50,415.34,306.29,693.69,87.41,101.26,144.98,45.89,143.52,167.13
VNG_1598H,22.21,22.21,30.02,37.56,33.41,22.82,31.30,12.45,10.61,6.52,11.95,19.74,1828.38,1148.08,740.34,592.87,1217.94,649.04,0.00,2220.59,358.70,212.88,443.88,2481.03
VNG_1601G,119.81,115.89,129.43,202.77,224.60,115.20,108.45,107.38,84.37,77.63,78.91,71.91,51.48,86.82,82.06,104.93,104.51,107.91,104.39,82.45,161.60,123.31,42.85,199.59
VNG_1603G,124.60,107.79,117.15,178.83,192.68,102.52,63.59,85.42,60.17,55.91,60.63,49.95,55.87,80.19,60.33,88.00,75.62,90.67,33.99,59.66,68.90,96.65,116.26,108.31
VNG_1605G,312.80,271.91,286.58,356.38,299.82,263.62,185.37,288.53,195.70,121.05,123.49,83.93,102.94,51.71,55.57,200.27,30.48,146.16,73.06,76.93,121.17,47.94,199.92,279.36
VNG_1606G,373.35,349.20,355.50,377.08,413.07,370.65,380.85,345.83,304.22,162.40,174.02,127.45,9.32,4.68,6.71,12.09,16.56,17.65,13.24,6.97,14.63,8.69,18.11,0.00
VNG_1607G,80.81,67.97,62.59,79.80,86.05,52.81,123.95,130.46,115.14,293.86,235.52,258.18,23.02,156.08,91.12,74.63,54.51,54.47,0.00,0.00,18.06,21.44,22.35,0.00
VNG_1608C,112.70,82.94,68.34,62.79,57.26,48.74,25.47,17.33,9.88,9.09,10.41,9.46,98.91,192.53,151.30,432.96,204.98,397.91,456.28,628.34,1086.63,230.32,216.11,268.42
VNG_1609C,59.19,54.60,53.54,89.06,88.90,59.21,224.11,396.28,374.05,137.67,179.37,125.51,690.57,680.46,618.19,539.71,377.44,620.18,25.13,66.17,97.27,65.97,85.97,0.00
VNG_1610C,17.13,16.87,16.50,13.61,14.99,14.81,20.51,16.50,13.70,13.87,17.12,17.00,27.84,6.99,10.02,9.03,0.00,0.00,0.00,10.40,21.85,0.00,27.03,0.00
VNG_1611C,312.05,268.57,249.85,215.51,195.99,178.61,91.20,128.64,85.61,69.85,75.07,58.44,23.19,52.43,41.74,105.29,82.40,54.89,32.92,34.67,72.81,43.21,45.05,0.00
VNG_1613H,52.24,67.14,60.91,48.17,57.47,65.00,99.31,65.33,109.84,60.29,64.22,68.14,58.97,55.54,42.45,9.56,69.83,48.84,104.63,99.16,23.14,96.12,100.21,120.03
VNG_1615G,263.77,246.89,187.36,118.97,136.79,124.76,34.19,20.14,16.20,7.48,7.96,10.02,15.80,51.57,45.48,46.10,4.68,37.38,33.63,41.32,30.99,22.07,38.35,21.43
VNG_1616C,44.94,36.31,34.90,29.35,27.28,25.46,25.95,20.37,16.01,8.76,8.91,9.03,58.97,85.16,95.51,124.29,34.92,48.84,41.85,0.00,11.57,41.20,14.32,0.00
VNG_1617H,53.61,51.44,42.95,42.23,48.50,41.69,38.54,37.62,32.42,12.10,17.93,15.37,31.16,62.61,134.59,40.42,92.25,132.74,88.46,116.45,122.27,29.03,30.26,253.70
VNG_1618H,28.93,30.34,27.17,22.12,19.10,21.09,44.41,43.16,40.86,18.07,18.15,14.61,1519.40,2037.29,1699.49,1515.92,1093.43,1327.64,132.72,209.65,220.12,21.77,45.40,0.00
VNG_1619H,27.71,23.34,22.02,27.76,25.45,21.03,34.97,51.66,38.84,24.57,28.42,25.14,48.26,230.30,104.21,172.13,185.73,194.15,68.50,72.14,75.74,67.43,0.00,0.00
VNG_1621H,47.60,40.39,43.43,62.27,62.55,56.07,237.71,211.34,153.48,115.93,130.95,112.13,140.76,106.06,113.99,91.29,145.86,133.25,49.95,157.81,165.69,98.34,34.17,0.00
VNG_1622G,85.98,74.98,64.00,55.75,60.98,54.92,51.37,57.07,43.59,61.38,66.01,55.84,137.62,165.92,165.94,116.02,114.08,117.25,39.07,36.00,43.20,115.37,80.18,56.02
VNG_1623G,209.74,190.94,197.52,170.26,168.29,165.53,78.50,80.90,68.29,59.77,52.90,58.79,156.02,160.31,188.88,128.77,193.16,114.12,80.53,42.40,133.56,132.11,96.41,230.96
VNG_1624G,378.61,353.55,350.21,271.93,241.77,260.48,110.19,178.13,134.88,95.49,98.90,78.16,78.77,74.75,53.56,70.95,38.87,41.43,55.91,117.75,130.50,110.06,123.24,130.65
VNG_1625H,70.16,50.93,49.62,66.75,75.52,46.12,117.72,154.06,125.48,231.75,269.64,203.01,1273.27,1551.07,1573.44,1307.42,1256.54,1627.15,150.61,317.21,233.14,98.83,144.25,460.74
VNG_1626C,61.55,50.08,46.79,27.86,24.34,15.66,9.78,10.97,6.22,2.98,3.24,3.85,222.85,211.90,240.63,227.11,122.53,143.15,112.97,71.38,137.41,133.44,216.41,43.20
VNG_1628G,53.05,48.60,43.21,41.90,43.66,39.40,57.37,35.11,38.29,80.15,79.48,65.86,174.01,107.81,104.38,60.18,61.82,87.85,16.47,26.01,45.52,21.61,0.00,0.00
VNG_1630H,117.48,122.21,89.35,112.70,99.44,112.86,239.84,148.56,197.33,726.86,639.24,611.45,0.00,0.00,191.90,115.26,105.23,84.12,252.27,0.00,0.00,0.00,172.59,0.00
VNG_1631G,63.47,66.33,48.76,88.68,78.93,55.44,33.73,32.19,17.16,8.32,6.33,7.27,34.01,17.08,18.36,44.11,80.54,48.29,72.40,12.71,120.09,0.00,0.00,46.14
VNG_1632G,124.88,121.05,109.82,198.26,227.33,155.27,86.73,122.68,55.07,14.78,21.89,14.09,85.01,42.71,55.08,44.11,60.41,48.29,0.00,50.83,40.03,31.68,82.56,46.14
VNG_1634G,621.11,579.67,484.52,955.96,928.40,683.56,346.76,449.66,232.35,59.69,69.78,51.57,94.52,118.71,68.04,0.00,111.94,178.96,0.00,70.65,0.00,88.05,275.37,0.00
VNG_1635G,401.64,346.32,298.65,543.30,496.53,391.58,144.55,192.78,131.23,25.25,23.08,21.70,174.88,58.56,104.90,63.01,92.04,110.36,82.74,72.61,198.22,18.10,132.08,158.20
VNG_1637G,5.96,7.07,6.37,8.67,8.46,8.63,106.39,56.20,65.57,42.95,41.09,38.86,573.95,628.12,614.82,469.70,347.94,407.48,271.56,122.56,332.44,394.60,291.95,296.70
VNG_1638H,222.94,198.45,197.82,232.62,225.09,194.74,228.04,272.37,213.83,239.57,247.36,203.48,212.41,223.10,184.18,144.01,85.75,150.80,82.23,115.46,159.11,71.95,46.88,131.01
VNG_1640H,82.87,65.94,67.23,57.04,54.34,55.01,44.23,50.85,50.56,34.55,31.38,30.34,1095.09,487.60,555.39,903.87,618.95,588.99,706.55,446.43,312.49,417.29,145.01,270.18
