,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.2.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0001H,165.67,170.45,139.58,318.54,310.13,255.52,621.37,564.95,582.39,292.79,289.73,233.47,80.41,85.28,112.55,75.32,58.19,80.35,88.77,66.78,105.17,108.19,104.12,96.99
VNG_0002G,130.12,122.51,115.04,298.93,231.11,225.71,369.40,643.67,494.71,268.98,275.02,205.36,0.00,53.34,27.79,12.52,11.43,63.96,54.81,14.43,60.60,53.95,131.23,0.00
VNG_0003C,81.59,80.48,82.26,216.71,178.18,169.03,322.64,488.70,386.10,234.30,236.30,184.49,49.39,9.92,42.66,6.41,58.49,28.05,14.02,29.53,15.50,9.20,0.00,80.42
VNG_0005H,42.48,37.69,34.32,45.67,38.68,40.61,28.02,38.29,30.19,15.90,19.32,15.23,287.91,215.88,260.59,285.56,205.58,258.51,174.29,151.89,225.94,70.99,57.56,57.45
VNG_0006G,123.36,112.88,114.08,120.07,118.71,110.44,155.03,203.40,170.40,90.12,106.63,86.75,111.90,133.50,114.79,127.00,135.83,97.98,39.71,50.18,70.25,26.06,43.47,60.74
VNG_0008G,74.28,77.45,64.61,72.51,82.34,62.19,94.36,116.04,95.87,53.55,62.20,48.22,0.00,11.43,22.92,35.40,5.39,17.22,12.91,13.60,0.00,16.95,8.83,24.69
VNG_0009G,48.21,56.76,41.94,43.73,52.54,41.59,55.53,53.84,52.34,18.29,20.71,19.10,8.93,11.22,6.43,5.79,10.58,4.23,12.68,6.68,7.01,0.00,34.71,0.00
VNG_0011C,118.36,100.54,84.09,75.89,70.95,82.45,57.62,34.28,30.11,16.07,17.16,17.96,80.11,73.17,44.56,70.84,73.31,93.07,20.67,92.53,108.59,61.05,35.36,118.59
VNG_0013C,1159.82,1181.69,1182.96,1902.31,1847.41,1639.57,4158.25,5035.31,5262.14,3309.60,3485.02,3010.13,76.74,48.19,62.15,31.11,45.44,59.03,81.70,7.17,15.06,17.87,9.32,26.03
VNG_0014C,22.60,18.61,32.02,32.53,28.53,32.46,59.25,60.14,60.39,39.68,37.64,41.38,0.00,314.17,90.04,0.00,296.25,118.40,355.09,186.97,588.94,233.02,242.93,678.92
VNG_0015H,71.42,74.99,91.96,90.95,107.20,66.55,220.05,99.19,88.20,81.22,79.43,127.77,0.00,296.08,707.13,1274.11,697.98,743.91,0.00,587.35,308.35,2928.01,381.57,0.00
VNG_0016H,93.36,99.80,114.23,118.58,140.91,145.18,224.84,169.38,158.13,226.56,196.43,296.50,0.00,39.45,56.53,67.91,93.00,123.90,0.00,78.26,164.35,0.00,101.69,0.00
VNG_0017H,8.51,12.98,11.17,6.71,12.79,17.28,60.34,4.45,12.56,4.31,7.16,14.43,0.00,22.49,32.23,0.00,0.00,42.38,0.00,0.00,140.52,0.00,0.00,0.00
VNG_0018H,6.65,16.83,15.10,9.13,14.71,16.32,82.89,5.31,17.50,5.06,9.97,22.50,0.00,62.26,44.61,80.37,0.00,0.00,0.00,0.00,194.51,0.00,0.00,0.00
VNG_0019H,1917.74,2583.43,2672.76,996.52,3718.48,4137.11,3344.83,1531.98,2337.10,3722.47,4415.83,2690.15,15176.22,25157.96,45883.30,23620.85,16175.00,15802.62,34466.82,45370.48,30964.43,59371.77,76634.32,16474.75
VNG_0020H,3.18,9.17,8.05,4.46,10.74,8.82,48.83,5.53,13.88,4.05,5.01,15.97,103.90,161.79,164.54,148.23,196.86,157.36,88.49,46.59,130.45,96.78,100.89,56.39
VNG_0021H,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0022H,9.53,13.49,13.76,8.25,11.25,10.09,53.37,5.02,12.51,9.77,7.42,14.20,130.08,58.81,103.00,84.36,46.21,61.57,184.64,77.78,163.33,121.16,151.58,70.61
VNG_0023H,3.73,4.68,5.45,3.52,5.13,5.06,33.64,4.84,7.48,5.11,5.70,9.30,20.64,36.28,37.14,26.77,0.00,78.14,0.00,0.00,32.39,0.00,20.04,56.00
VNG_0024H,6.79,12.45,12.09,6.93,13.46,11.37,90.93,8.84,21.76,11.51,11.88,23.05,514.18,535.03,660.95,238.18,347.95,521.49,1355.43,768.59,518.78,684.20,1141.27,598.04
VNG_0025H,80.91,105.36,96.06,145.34,141.43,159.33,552.58,264.24,371.08,268.90,280.89,293.40,0.00,31.13,0.00,0.00,0.00,175.98,0.00,0.00,0.00,0.00,361.05,0.00
VNG_0026C,97.95,97.62,117.51,143.52,128.65,157.58,306.34,420.42,608.87,458.41,513.92,417.07,422.23,614.47,487.20,467.10,286.77,517.24,70.51,83.53,107.20,34.70,84.42,0.00
VNG_0027H,4.82,7.77,8.07,6.05,9.71,8.31,66.48,6.75,12.02,4.42,6.43,15.06,140.58,151.32,115.65,156.28,178.37,114.06,142.53,60.04,78.80,37.41,39.00,109.00
VNG_0028C,5.28,8.82,9.18,4.33,10.39,10.00,48.42,10.66,14.36,5.33,5.62,12.97,0.00,31.84,54.76,16.44,0.00,12.00,107.97,56.85,19.90,70.85,98.49,0.00
VNG_0029H,0.81,2.96,2.94,2.86,3.32,2.39,13.66,1.11,11.21,1.41,2.48,4.81,70.38,44.19,12.67,68.46,0.00,16.66,0.00,52.60,82.85,0.00,34.17,95.50
VNG_0030H,5.92,9.46,11.21,16.77,20.69,19.22,118.08,42.08,47.80,6.70,10.23,12.43,91.97,127.05,215.16,149.11,245.05,130.59,0.00,103.10,180.43,85.66,178.62,249.59
VNG_0031H,13.10,18.11,16.59,17.28,21.22,18.66,82.97,28.09,30.93,8.04,8.91,14.61,486.44,491.84,489.33,404.44,669.60,637.57,967.83,522.03,789.55,944.92,666.16,1094.47
VNG_0032H,22.52,32.55,30.48,32.95,40.12,42.57,158.79,40.18,63.77,19.82,22.88,34.69,0.00,86.10,88.13,31.76,57.99,46.36,278.04,146.40,0.00,91.23,47.55,132.90
VNG_0033H,8.42,13.21,15.12,8.63,17.94,16.88,212.98,13.30,35.27,17.19,22.81,48.91,454.33,323.32,231.66,294.64,224.18,215.03,376.18,141.48,207.97,70.53,257.36,205.50
VNG_0034H,32.69,44.08,0.00,6.29,24.00,15.65,423.27,12.52,72.78,44.68,31.34,81.22,2754.88,6227.48,2974.65,3573.16,1631.21,0.00,0.00,0.00,4323.73,2566.08,2675.21,0.00
VNG_0035H,87.29,97.31,91.47,100.44,101.84,82.89,62.39,73.01,72.01,105.78,86.70,96.26,29.34,22.11,63.36,95.14,86.86,104.15,20.82,76.75,46.05,13.66,71.23,39.81
VNG_0037H,621.36,689.60,618.87,735.66,869.52,688.78,1652.12,1389.12,1469.91,1204.48,1007.43,963.59,441.45,369.59,158.89,95.43,87.13,208.94,0.00,109.98,230.95,137.06,0.00,0.00
VNG_0038H,225.89,207.38,155.21,190.52,243.07,158.57,278.91,202.20,204.88,278.19,215.32,193.18,3427.83,2927.29,2763.61,2400.84,1867.29,2141.58,2724.73,2869.37,2905.15,3065.19,3728.15,2604.78
VNG_0039H,77.42,108.08,130.49,88.04,110.26,138.63,403.07,121.14,269.84,200.68,155.13,267.28,329.02,462.78,402.63,213.37,272.74,311.45,186.81,98.36,464.75,980.70,447.30,714.34
VNG_0040C,145.48,165.51,157.60,260.25,272.20,210.05,553.41,448.49,429.43,281.29,263.37,273.67,36.48,0.00,39.39,0.00,21.60,0.00,0.00,0.00,0.00,67.95,70.84,0.00
VNG_0041C,358.55,381.40,444.37,583.05,600.22,538.70,1208.43,948.03,1058.00,608.23,508.61,582.14,165.69,104.04,29.82,0.00,0.00,39.21,0.00,61.92,0.00,77.17,0.00,0.00
VNG_0042G,282.70,284.28,315.43,411.74,385.85,351.17,307.89,380.22,368.51,203.20,209.07,191.23,133.03,87.71,56.86,43.14,49.23,31.48,59.01,43.50,26.10,23.23,16.15,0.00
VNG_0043H,1182.63,1268.56,1621.42,1959.84,2221.25,2269.11,4225.16,2076.45,2720.39,1178.89,1100.30,1295.67,140.09,129.02,168.07,30.28,165.90,265.22,198.85,244.31,329.80,434.96,317.42,0.00
VNG_0044H,635.76,590.58,748.09,849.86,894.56,922.52,1247.60,1745.83,2217.58,953.11,1179.07,814.70,42.52,29.90,24.48,38.60,40.28,44.27,12.07,19.07,20.02,7.92,41.29,0.00
VNG_0045C,27.85,24.96,19.85,20.17,21.48,19.78,39.91,19.46,22.75,14.85,14.49,15.07,66.52,103.95,90.44,110.24,83.15,104.94,94.42,71.81,197.19,130.80,136.36,80.23
VNG_0046G,129.89,127.94,113.46,102.04,111.21,97.06,113.10,83.12,77.49,67.28,57.49,63.33,98.68,61.96,79.91,58.66,92.51,62.27,93.38,73.75,58.08,53.62,47.91,22.32
VNG_0047G,167.03,145.13,109.56,115.79,131.08,108.50,102.54,62.99,53.62,56.09,47.79,47.77,98.43,103.84,106.28,63.83,139.88,102.49,111.77,29.43,46.35,146.70,38.23,53.43
VNG_0049H,161.30,198.10,121.76,104.14,103.16,97.56,49.59,20.01,21.63,8.33,6.99,12.49,46.52,46.74,22.32,50.28,18.36,95.41,44.02,34.77,60.84,43.33,30.11,0.00
VNG_0050C,15.28,19.08,14.38,11.88,11.09,13.63,15.83,3.38,6.64,1.37,1.60,5.24,404.88,266.95,262.83,370.41,282.55,352.47,184.73,232.36,255.31,195.30,133.40,156.97
VNG_0051G,114.67,124.95,117.43,90.48,98.61,101.32,134.65,50.76,61.88,18.89,19.11,30.20,44.41,64.69,63.93,69.12,57.85,63.06,25.21,39.83,55.76,41.36,60.37,48.21
VNG_0052H,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0053H,99.81,124.12,112.40,186.25,184.34,206.22,1038.42,752.53,1185.48,595.10,569.29,461.07,175.95,159.10,101.33,91.29,83.35,133.25,99.90,236.71,138.08,229.45,0.00,191.01
VNG_0054H,0.68,1.27,1.62,0.60,1.24,1.87,10.90,0.90,2.70,0.75,1.03,2.67,213.73,64.42,69.23,69.30,88.59,101.16,30.34,111.82,100.63,139.36,41.51,174.01
VNG_0055H,11.46,15.98,15.49,13.78,12.86,17.39,36.75,5.57,11.45,7.03,10.72,15.74,239.96,60.27,43.18,233.43,71.04,283.94,170.30,269.02,188.31,111.76,0.00,325.61
VNG_0056H,41.10,39.67,32.20,26.03,26.92,27.22,54.11,7.46,14.09,5.55,7.19,14.12,29.78,29.92,29.48,14.49,30.86,14.10,10.57,5.56,35.06,41.61,28.92,0.00
VNG_0057H,20.42,21.50,15.33,19.27,19.47,16.35,25.90,8.49,10.74,4.34,3.73,7.34,285.49,235.94,185.62,149.31,179.95,217.94,143.80,247.79,202.36,145.83,62.60,99.97
VNG_0058H,48.47,52.21,50.04,71.89,64.22,61.95,118.67,62.20,59.09,46.41,36.34,44.12,412.46,318.76,232.20,219.48,275.53,290.33,360.28,308.27,215.78,463.00,246.48,315.72
VNG_0059H,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0060G,93.97,103.22,65.47,66.92,87.68,61.31,107.15,43.84,44.24,24.33,17.80,23.17,56.05,33.79,36.31,87.23,26.55,53.06,95.47,41.89,52.78,52.21,87.08,30.42
VNG_0061C,67.95,71.18,53.91,57.24,60.40,51.32,74.69,34.27,27.69,17.72,14.94,16.09,62.20,68.35,61.56,25.21,46.03,69.91,0.00,34.86,48.81,14.48,22.65,21.10
VNG_0062G,61.94,68.20,53.22,55.60,55.61,53.81,54.81,10.46,14.71,4.94,5.82,11.85,22.01,33.16,23.76,21.41,45.61,20.83,31.24,32.90,51.81,20.50,10.69,59.72
VNG_0063G,93.76,90.40,66.02,80.03,78.18,75.18,47.61,19.01,14.76,5.27,5.27,8.33,262.74,129.11,115.12,96.31,20.29,178.42,0.00,34.15,62.75,53.20,44.37,31.00
VNG_0064G,14.23,15.31,14.85,12.12,13.31,12.67,52.65,23.68,25.63,16.56,15.89,16.72,17.40,17.48,37.57,11.28,30.91,24.70,74.09,26.01,27.31,0.00,16.89,0.00
VNG_0065G,70.39,64.92,53.44,50.21,52.33,46.44,32.87,15.54,14.12,8.42,7.01,10.34,468.02,578.48,1006.27,798.73,663.63,851.09,1678.29,948.12,2319.61,1204.58,1483.06,2740.86
VNG_0066H,361.98,306.37,321.34,348.26,335.14,301.48,425.17,572.47,585.00,729.25,668.56,842.01,0.00,371.68,0.00,0.00,109.53,0.00,0.00,414.74,0.00,0.00,179.62,0.00
VNG_0067H,53.04,49.92,51.84,46.48,49.54,42.48,129.37,73.37,82.91,114.52,87.95,127.75,232.45,262.73,250.99,150.74,344.09,275.04,164.97,173.73,182.41,541.29,112.86,315.42
VNG_0068H,60.11,53.77,48.74,46.30,41.62,36.49,131.42,51.65,33.95,81.76,73.09,77.71,1182.03,148.44,212.72,766.56,0.00,559.46,0.00,0.00,463.79,1101.02,0.00,1603.96
VNG_0069H,972.24,940.00,1238.19,1409.97,1291.89,1248.80,4538.16,2466.09,3088.63,2909.35,2576.35,2855.45,0.00,228.23,109.02,0.00,0.00,0.00,0.00,0.00,237.69,0.00,294.14,0.00
VNG_0070H,742.87,779.74,881.67,980.80,1089.50,972.59,2910.26,1750.58,2268.81,2344.63,2163.47,2487.07,275.92,300.31,66.21,119.29,0.00,43.53,261.10,0.00,216.52,0.00,357.25,499.21
VNG_0072H,32.29,35.11,38.16,43.30,58.30,42.44,57.83,40.43,69.10,37.42,37.28,47.07,76.69,67.42,82.81,124.34,0.00,90.75,108.86,0.00,60.18,0.00,0.00,208.13
VNG_0073C,4.98,6.94,6.90,4.16,6.50,7.35,93.82,6.67,16.63,6.58,7.96,16.50,0.00,134.93,96.68,58.06,0.00,0.00,0.00,0.00,70.26,0.00,0.00,0.00
VNG_0075H,60.21,81.83,93.81,86.18,80.75,109.37,269.14,120.54,150.30,62.73,65.90,80.10,1004.12,605.29,72.28,520.95,118.91,665.36,570.12,300.19,0.00,1122.37,975.08,2180.08
VNG_0076H,0.00,19.01,20.93,0.00,4.31,21.09,122.88,27.00,23.54,14.45,16.90,36.49,4846.66,405.78,2325.91,0.00,956.60,764.65,2293.18,1207.45,1267.79,1504.83,0.00,0.00
VNG_0077H,127.28,119.86,102.89,110.71,107.59,90.78,64.84,49.54,48.31,16.91,18.74,18.79,0.00,27.12,33.31,10.00,27.40,29.20,43.79,11.53,24.21,43.11,14.98,0.00
VNG_0079H,28.71,34.48,31.73,44.23,38.71,35.27,77.70,33.19,57.90,13.03,19.74,32.31,3428.21,1435.11,1480.68,1037.51,1488.59,1189.90,0.00,170.81,358.70,0.00,0.00,0.00
VNG_0080H,79.05,63.26,59.40,58.21,54.18,54.01,60.89,34.95,26.83,12.28,13.16,11.96,116.53,87.80,83.88,100.76,23.00,73.54,55.13,116.12,91.44,72.36,37.72,527.08
VNG_0081G,22.30,18.44,19.15,17.54,21.31,19.53,34.05,20.16,15.59,12.03,16.58,17.39,38.87,61.83,55.96,50.41,30.69,61.32,36.78,38.73,71.17,12.07,62.91,35.16
VNG_0084G,19.98,17.73,12.76,15.91,17.70,16.07,25.10,18.76,18.71,20.69,21.60,19.91,663.48,400.66,426.80,411.97,543.31,461.02,480.90,379.82,354.49,394.47,726.54,498.04
VNG_0085G,38.54,33.45,26.25,25.53,26.00,22.80,34.93,31.51,26.30,30.14,30.23,27.54,159.10,89.91,89.47,64.49,76.54,112.95,56.46,118.91,140.46,83.36,86.90,188.90
VNG_0086G,9.52,9.53,9.86,9.81,11.03,10.85,22.42,25.47,21.32,22.66,34.76,24.06,53.35,40.20,53.34,65.35,31.59,44.89,50.48,35.44,46.51,22.08,17.27,80.43
VNG_0089G,45.83,36.79,46.55,25.03,32.07,36.23,34.76,39.43,35.37,52.45,88.19,61.74,33.44,12.60,12.03,10.84,0.00,23.74,0.00,12.49,26.24,0.00,32.47,0.00
VNG_0090G,16.58,15.07,14.89,12.17,13.60,15.14,26.48,26.74,22.61,23.44,37.29,27.45,61.44,19.84,12.64,17.08,15.59,8.31,12.46,19.68,68.88,65.41,102.28,23.82
VNG_0091C,6.54,6.04,5.91,4.22,5.45,5.71,8.92,5.80,5.42,3.11,4.48,4.04,0.00,6.32,4.53,0.00,0.00,5.95,17.85,0.00,9.87,0.00,12.21,0.00
VNG_0094C,268.79,256.69,239.02,212.51,228.17,202.78,155.92,199.64,151.68,184.69,179.85,194.69,0.00,14.55,13.90,12.52,0.00,0.00,27.40,14.43,15.15,71.93,37.49,0.00
VNG_0095G,352.93,336.02,307.81,256.29,266.55,333.89,192.77,183.11,141.08,55.55,62.94,59.54,77.88,100.60,124.14,151.53,85.64,42.13,63.17,99.79,78.58,93.27,86.44,150.98
VNG_0096C,187.04,159.08,148.05,140.90,161.00,137.23,170.70,195.35,130.08,133.38,175.07,132.88,36.35,30.43,47.97,7.86,35.87,28.67,34.40,63.39,66.56,56.43,47.07,197.30
VNG_0097G,306.30,275.93,267.44,248.56,308.07,216.12,311.14,302.89,252.96,342.82,265.29,339.83,289.13,242.07,398.92,312.51,199.73,182.47,342.01,180.08,302.53,179.55,280.77,0.00
VNG_0098G,27.42,22.51,21.78,31.62,22.41,27.68,14.79,11.99,10.84,4.57,5.95,5.48,218.65,185.35,113.13,194.97,250.84,174.64,77.59,112.35,117.96,114.56,79.62,259.61
VNG_0099G,2244.76,2045.13,1991.13,1811.48,1604.10,1796.96,550.14,777.89,550.36,252.71,262.08,255.03,54.40,34.16,39.16,52.91,16.10,12.87,38.61,60.98,256.12,76.00,26.41,73.81
VNG_0101G,5160.85,5280.27,4996.86,4572.11,4991.00,5513.50,1827.32,2260.55,1959.02,1716.43,1733.40,1610.56,0.00,403.53,505.97,260.48,356.73,285.15,285.06,300.19,157.60,187.06,390.03,1090.04
VNG_0102C,125.36,109.89,118.32,106.75,100.47,102.90,116.34,118.41,104.67,107.41,101.33,98.46,59.06,29.67,28.34,76.60,58.28,37.27,55.89,29.43,46.35,73.35,0.00,160.28
VNG_0104G,9.46,9.57,10.56,10.93,13.50,15.39,46.69,47.38,39.71,31.33,49.70,35.26,11.65,8.78,16.77,7.55,20.69,16.54,0.00,0.00,18.28,0.00,0.00,158.02
VNG_0105H,18.61,16.65,17.59,16.11,21.40,14.09,45.84,49.62,41.38,49.62,62.73,53.89,0.00,55.36,34.00,20.42,55.94,44.71,89.39,70.60,148.26,87.99,61.16,0.00
VNG_0106G,72.87,68.07,55.46,65.04,66.18,55.79,80.40,48.52,40.98,29.74,29.66,28.35,34.56,24.31,19.90,40.35,12.28,19.63,39.25,36.17,54.25,38.63,20.14,0.00
VNG_0107G,53.96,76.82,67.57,65.53,67.15,72.37,130.59,47.61,62.74,43.70,39.78,53.59,43.91,66.17,68.49,52.21,52.00,17.32,41.55,27.35,86.15,27.27,92.39,39.72
VNG_0108G,35.02,38.42,36.87,42.18,44.08,41.41,83.93,39.03,39.81,20.39,20.73,23.21,163.46,153.76,197.26,274.37,163.21,265.47,282.06,332.96,266.60,176.14,105.82,217.46
VNG_0110C,41.56,44.25,48.98,49.14,42.02,45.73,51.05,38.65,36.67,22.08,19.59,20.32,171.00,270.59,320.04,255.06,111.38,348.02,267.00,255.61,187.87,95.57,365.32,324.85
VNG_0112H,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0113H,10.97,10.30,11.03,9.41,9.26,8.98,18.93,7.77,8.66,8.51,9.19,8.55,37.64,103.99,67.74,73.23,55.72,35.63,80.14,70.33,29.54,35.06,18.28,0.00
VNG_0115G,43.79,38.76,40.88,41.35,46.69,44.99,105.19,76.68,81.76,78.51,88.48,142.73,107.98,100.74,44.42,120.05,73.07,109.52,131.38,115.29,193.68,86.21,119.84,167.46
VNG_0116H,4.27,10.95,13.78,6.60,13.73,13.74,77.87,7.15,24.17,5.96,7.81,23.83,28.78,3.61,20.71,0.00,8.52,20.43,0.00,10.75,22.58,26.80,13.97,0.00
VNG_0117H,7.11,15.62,20.92,11.94,23.88,21.65,114.38,34.64,52.49,35.56,37.27,47.98,0.00,137.20,0.00,0.00,0.00,0.00,0.00,81.65,85.73,101.76,0.00,0.00
VNG_0118H,5.07,7.17,10.52,6.42,9.04,9.59,68.85,16.21,33.29,13.17,16.84,21.45,0.00,12.30,0.00,0.00,0.00,23.18,0.00,0.00,0.00,0.00,0.00,0.00
VNG_0119H,185.00,152.22,223.38,272.92,158.07,229.63,203.00,381.84,262.50,121.72,136.78,90.89,0.00,0.00,0.00,0.00,372.66,0.00,0.00,0.00,0.00,0.00,0.00,1708.07
VNG_0120H,198.32,209.97,296.51,118.81,190.53,281.25,1090.02,258.77,490.60,192.76,228.85,225.08,0.00,1725.26,1483.36,1781.83,0.00,650.22,1949.99,0.00,3234.17,1279.63,8004.29,3728.29
VNG_0121H,11.80,11.05,11.18,11.59,16.53,13.66,45.03,31.27,30.20,33.99,38.88,42.48,61.68,7.75,0.00,20.00,0.00,0.00,43.78,0.00,24.20,0.00,0.00,0.00
VNG_0123G,45.17,45.60,46.54,43.59,38.29,33.63,41.90,48.55,38.18,18.91,19.81,19.36,77.95,60.04,78.56,50.55,70.77,63.95,73.77,69.91,44.86,29.04,30.28,84.62
VNG_0124C,52.98,44.01,50.30,47.08,44.79,43.91,36.56,65.13,47.19,21.96,31.91,21.71,107.98,147.23,116.60,160.06,82.21,116.82,109.48,11.53,157.37,71.84,44.94,251.19
VNG_0125H,72.01,63.81,57.87,73.72,70.48,55.36,103.49,160.18,108.72,59.60,76.15,68.63,96.38,72.62,138.75,125.01,57.07,205.27,0.00,72.03,113.45,0.00,0.00,0.00
VNG_0127C,147.43,140.23,116.20,134.07,120.58,113.51,120.00,85.72,68.62,30.16,25.68,31.77,68.68,17.25,24.72,178.17,81.34,32.51,0.00,0.00,0.00,63.98,0.00,0.00
VNG_0128C,93.49,77.32,58.64,51.71,57.68,48.91,49.24,30.54,25.29,14.91,13.51,15.02,108.54,85.68,111.62,150.84,119.36,190.81,132.06,139.07,206.86,72.22,120.46,126.24
VNG_0129G,201.40,185.24,180.80,250.70,253.19,221.65,269.00,355.33,256.63,328.27,294.08,301.53,53.68,121.35,106.27,147.96,31.79,63.52,209.55,60.18,63.19,62.50,104.26,72.84
VNG_0130H,249.51,201.35,214.08,347.68,311.35,262.55,208.67,561.60,318.89,313.44,375.22,351.76,392.93,888.23,707.13,764.46,465.32,185.98,0.00,293.67,308.35,0.00,0.00,0.00
VNG_0132C,36.54,34.50,33.51,21.46,22.42,25.34,19.55,25.44,19.16,11.33,17.97,13.22,238.51,294.08,327.77,421.84,372.32,348.92,307.77,194.46,170.15,363.53,84.22,294.22
VNG_0133G,102.54,84.10,67.36,73.13,71.27,66.51,45.15,56.67,39.65,22.84,28.61,22.97,0.00,29.48,13.20,14.27,17.38,6.94,20.83,10.97,28.79,13.67,14.25,19.91
VNG_0134G,285.94,246.71,222.46,222.19,230.11,205.33,151.10,209.87,163.32,94.20,97.61,87.10,35.61,35.78,64.08,138.56,105.42,33.71,0.00,26.61,111.77,0.00,34.58,0.00
VNG_0136G,133.34,108.25,93.52,95.41,91.79,74.77,57.31,77.45,57.28,43.60,45.06,37.88,264.08,353.76,320.79,235.49,247.58,234.36,171.81,205.60,233.14,204.99,245.76,209.04
VNG_0137G,30.06,25.20,24.41,19.15,21.01,19.21,19.48,21.12,19.08,15.72,23.24,21.76,139.58,138.28,147.92,130.75,87.24,161.49,77.05,69.55,103.45,101.12,45.18,126.27
VNG_0138H,4.65,5.73,5.26,4.35,5.85,7.31,27.78,2.03,7.69,5.45,4.46,8.25,0.00,106.99,0.00,184.17,0.00,201.62,0.00,0.00,222.86,396.79,137.89,0.00
VNG_0139H,9.96,13.00,8.53,8.40,10.37,8.44,24.25,6.61,10.39,4.23,4.56,7.77,110.80,69.58,119.64,107.79,32.80,78.67,117.96,124.22,152.17,25.80,80.70,150.36
VNG_0140H,15.89,11.63,14.37,11.80,11.11,17.92,83.64,10.43,22.23,9.31,5.98,20.68,0.00,180.10,86.03,0.00,283.04,0.00,0.00,357.27,0.00,0.00,0.00,1297.30
VNG_0141H,27.68,21.11,15.49,32.08,22.71,23.01,61.81,50.96,53.78,32.10,26.26,35.19,0.00,90.41,86.37,0.00,71.04,56.79,0.00,0.00,0.00,111.76,0.00,0.00
VNG_0142C,130.78,139.99,171.54,174.63,219.55,253.96,499.49,217.02,270.35,224.28,173.49,309.46,0.00,110.43,94.95,57.03,52.07,62.43,0.00,131.44,34.50,327.63,170.78,357.97
VNG_0143H,5.13,5.01,8.57,8.19,9.37,14.16,42.57,15.85,15.67,6.03,6.77,10.09,168.47,264.46,257.70,218.51,374.07,179.41,358.70,251.82,396.61,117.69,327.19,457.21
VNG_0144H,156.95,136.79,130.62,155.40,140.79,133.78,193.08,199.16,209.00,52.14,60.95,51.07,567.91,446.94,585.96,2307.99,1412.32,2974.65,2633.29,4385.97,6001.53,1093.23,1286.79,3493.49
VNG_0146H,391.92,317.08,277.80,252.69,232.70,280.22,343.95,350.59,323.28,183.54,217.12,155.64,512.68,300.46,369.05,886.62,404.76,727.97,0.00,127.72,134.11,0.00,331.90,0.00
VNG_0147C,159.54,151.58,139.15,116.00,136.42,118.43,109.11,58.76,52.69,26.45,31.02,43.51,100.83,287.02,314.52,348.74,199.01,254.52,0.00,150.72,237.38,93.92,130.55,364.86
VNG_0148H,0.00,0.00,0.00,9.11,5.79,11.32,70.66,0.00,31.59,6.46,17.00,19.59,0.00,524.84,0.00,0.00,0.00,989.01,0.00,0.00,0.00,0.00,2029.15,0.00
VNG_0149G,9.64,9.08,10.38,5.75,6.29,5.06,12.43,5.84,5.17,3.37,4.70,6.23,43.32,81.61,96.67,70.23,87.21,75.86,67.64,71.23,91.79,84.74,29.45,35.27
VNG_0150H,10.72,9.77,9.24,9.70,8.70,7.17,7.38,10.01,5.43,3.38,7.22,4.69,95.30,62.23,75.46,61.80,11.29,45.11,54.11,14.24,44.87,17.75,18.51,0.00
VNG_0151C,84.17,64.48,68.14,74.04,63.20,56.77,39.53,69.96,34.92,24.06,35.53,21.39,308.80,77.56,185.24,66.75,0.00,0.00,0.00,76.93,80.78,95.88,0.00,0.00
VNG_0152G,135.99,122.15,132.21,140.67,151.74,137.94,142.95,171.77,142.27,62.56,86.74,65.93,0.00,19.27,20.71,74.64,11.36,0.00,0.00,43.01,0.00,0.00,18.63,0.00
VNG_0153C,97.11,87.39,85.96,133.16,141.17,107.93,487.98,514.12,483.99,203.91,250.59,182.33,30.33,66.03,29.12,39.34,65.86,43.07,0.00,30.23,55.54,28.26,9.82,27.44
VNG_0154G,23.38,22.20,23.48,28.13,28.26,25.38,53.97,63.04,52.92,35.35,44.34,38.47,22.51,24.49,40.50,34.05,35.54,35.51,31.94,44.85,29.43,48.91,29.14,61.08
