,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.2.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_0001H,165.6683341,170.4473257,139.5846139,318.5390257,310.132671,255.5170821,621.3667908,564.9505985,582.3913632,292.7917196,289.7256567,233.4685593,80.41163357,85.276042,112.5519375,75.32498966,58.19363546,80.34731695,88.77491946,66.77667184,105.17019,108.1897741,104.1153543,96.99075753
VNG_0002G,130.1167108,122.5127788,115.0410329,298.9284016,231.1092383,225.7140883,369.4017753,643.6663223,494.7114813,268.9783369,275.0247217,205.364646,0,53.33822377,27.79387515,12.51984369,11.43107565,63.96153304,54.8055719,14.42873649,60.59875754,53.9469228,131.2293055,0
VNG_0003C,81.59287486,80.48176906,82.25916973,216.7063892,178.1771013,169.0254181,322.6358058,488.6970984,386.0981763,234.3002297,236.3029817,184.4905321,49.38992811,9.924203374,42.66384692,6.406010226,58.4890852,28.05187749,14.02119083,29.53089121,15.50330685,9.201000223,0,80.42367487
VNG_0005H,42.47799025,37.69453314,34.31780606,45.66998806,38.68102504,40.6074184,28.01899847,38.28818262,30.19145252,15.89802594,19.32055417,15.22884394,287.9122067,215.8816344,260.5908826,285.5647373,205.5758689,258.5137401,174.2876012,151.8942701,225.93587,70.98888854,57.56191503,57.45343764
VNG_0006G,123.3645938,112.8836944,114.0804764,120.0667653,118.7106139,110.4391834,155.0275051,203.3962767,170.3962539,90.12258444,106.6269024,86.74979336,111.9009927,133.5038553,114.7859287,126.9963505,135.8288605,97.98202185,39.7090532,50.18024979,70.25027869,26.05786157,43.4658238,60.7375173
VNG_0008G,74.28364893,77.44638168,64.61240822,72.51100194,82.34145583,62.19102853,94.36214926,116.0392338,95.8693887,53.54735265,62.20211897,48.22000969,0,11.42506811,22.92093646,35.39918936,5.386792407,17.22369274,12.91339192,13.59884948,0,16.94805807,8.834439959,24.68980503
VNG_0009G,48.21296751,56.75718519,41.93664184,43.72742625,52.53984413,41.58827056,55.52845217,53.84213447,52.33743672,18.29395747,20.70721165,19.10405173,8.934645698,11.22053184,6.431564437,5.794224299,10.58063536,4.228808768,12.68210133,6.677667184,7.011349833,0,34.70501538,0
VNG_0011C,118.3568851,100.5393144,84.08932007,75.89224148,70.9470474,82.4471539,57.61761481,34.2846551,30.10740851,16.06882827,17.1597571,17.9596773,80.11049769,73.16845396,44.56113414,70.84474929,73.30819766,93.06844102,20.6749199,92.53254217,108.5863658,61.05278425,35.36080757,118.5884222
VNG_0013C,1159.820139,1181.692324,1182.957916,1902.310189,1847.409592,1639.572189,4158.251875,5035.307894,5262.137617,3309.596039,3485.019855,3010.127803,76.74486656,48.18996213,62.15021606,31.10632826,45.44182519,59.02621026,81.70085311,7.169818892,15.05618449,17.8713028,9.315689741,26.034715
VNG_0014C,22.60474379,18.6092333,32.0181556,32.53097272,28.53225843,32.45819485,59.24712531,60.13709913,60.39350751,39.67897492,37.6379361,41.38327916,0,314.1669019,90.03958216,0,296.2506458,118.40327,355.0904304,186.9698233,588.9371562,233.0179061,242.9286371,678.9180743
VNG_0015H,71.42338663,74.99218163,91.96233024,90.95480415,107.2016001,66.54813314,220.0479195,99.19050226,88.20250632,81.22489459,79.42637716,127.7683292,0,296.0762286,707.1250271,1274.10524,697.9814565,743.9051976,0,587.34629,308.3477618,2928.010932,381.5673158,0
VNG_0016H,93.35706363,99.79795921,114.2280539,118.576954,140.9084886,145.1793183,224.8357203,169.3834921,158.1289318,226.5623606,196.4337591,296.4991589,0,39.4514299,56.53354575,67.9084382,93.00406396,123.9042806,0,78.26234564,164.3456272,0,101.6856879,0
VNG_0017H,8.50661479,12.98122382,11.1674229,6.711910813,12.79493875,17.27929926,60.34025376,4.449232261,12.56465689,4.310648225,7.160485558,14.43383899,0,22.48840264,32.2257119,0,0,42.37733887,0,0,140.522856,0,0,0
VNG_0018H,6.64609447,16.83244317,15.09570818,9.125286919,14.70842691,16.32016663,82.88611884,5.311312312,17.49912631,5.05561152,9.972577069,22.49544611,0,62.25702355,44.6069118,80.37316414,0,0,0,0,194.5120187,0,0,0
VNG_0019H,1917.736474,2583.431339,2672.7633,996.5213647,3718.483217,4137.107526,3344.831217,1531.976902,2337.100968,3722.467032,4415.826046,2690.151245,15176.21781,25157.96042,45883.30067,23620.85327,16175.004,15802.62318,34466.81674,45370.48267,30964.43017,59371.77181,76634.32374,16474.7528
VNG_0020H,3.182856478,9.172935299,8.046834181,4.464012196,10.74179013,8.82218168,48.8282221,5.530136412,13.8765968,4.051827871,5.009556581,15.97335543,103.8967671,161.7933778,164.5375452,148.2330186,196.8609004,157.3600744,88.4850969,46.59107087,130.4505341,96.77630469,100.8922666,56.39316085
VNG_0021H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0022H,9.526372337,13.48781245,13.76137556,8.254757133,11.24837221,10.08823583,53.37055989,5.015935987,12.51379087,9.765950956,7.420240031,14.20136388,130.0802168,58.80996831,103.0018062,84.3588202,46.21349142,61.56773471,184.6405086,77.77674641,163.3260963,121.1647567,151.5819726,70.60504348
VNG_0023H,3.726930779,4.681946685,5.451910306,3.524696193,5.125916205,5.057964693,33.64246429,4.841528472,7.478468638,5.107108175,5.69851004,9.298881285,20.63611617,36.2822164,37.13717839,26.76562116,0,78.13767986,0,0,32.38798041,0,20.0394069,56.00442909
VNG_0024H,6.788003184,12.44815997,12.08913077,6.927571148,13.45522377,11.37137847,90.931486,8.837783983,21.76269181,11.50505183,11.87602344,23.04923196,514.1790812,535.033109,660.9465538,238.1803359,347.9463609,521.4940108,1355.430119,768.5864567,518.7803249,684.1987386,1141.273546,598.0414857
VNG_0025H,80.9089643,105.3584885,96.06346831,145.3370278,141.4269791,159.3289675,552.5753377,264.2382477,371.0840374,268.896202,280.8949746,293.3997644,0,31.12856171,0,0,0,175.976741,0,0,0,0,361.0503156,0
VNG_0026C,97.95300803,97.62435759,117.5117122,143.5152337,128.648612,157.5814483,306.3407008,420.4186685,608.8716909,458.413825,513.9191332,417.073814,422.2273413,614.4696806,487.1965134,467.1044732,286.7733173,517.2389429,70.50874238,83.53295188,107.1975278,34.70203049,84.41519273,0
VNG_0027H,4.820069638,7.774599545,8.066542763,6.046223657,9.70602104,8.305381883,66.47791905,6.750204484,12.01930178,4.417347155,6.425143606,15.05525732,140.5768771,151.3228788,115.6507329,156.2846361,178.3668556,114.06183,142.5290176,60.03778225,78.79732716,37.41212357,39.0033557,109.0034667
VNG_0028C,5.279773155,8.824832364,9.184886376,4.334790722,10.39317903,9.99721293,48.42457187,10.66441604,14.36436236,5.329273454,5.617730806,12.97377789,0,31.84204172,54.75525973,16.44311026,0,12.00066146,107.9699369,56.85050777,19.89705987,70.85193082,98.48714753,0
VNG_0029H,0.806850845,2.959277193,2.93781057,2.858752084,3.317153652,2.394358303,13.66130546,1.112291469,11.20950543,1.411653965,2.475205626,4.811224929,70.38058313,44.19361516,12.66580852,68.46414735,0,16.6557216,0,52.60184406,82.84545115,0,34.17257581,95.50292434
VNG_0030H,5.917107988,9.460506012,11.20719539,16.76536199,20.68595322,19.21803368,118.0767817,42.08018822,47.8029392,6.701384254,10.23079229,12.42623188,91.96773423,127.0471808,215.1591444,149.1056285,245.0493836,130.5867028,0,103.1036927,180.4259403,85.66461945,178.6158114,249.59151
VNG_0031H,13.10141389,18.10815425,16.58638292,17.2783422,21.21661561,18.66272686,82.97230361,28.09207188,30.92845382,8.038463575,8.909057618,14.60847242,486.4353052,491.8437989,489.3258996,404.4356989,669.5992925,637.5672191,967.8308034,522.032347,789.5502687,944.9215774,666.1605821,1094.474022
VNG_0032H,22.51865504,32.55087894,30.47960701,32.95494455,40.11793927,42.57398531,158.7912707,40.18373281,63.77311105,19.82220093,22.88302172,34.68838185,0,86.09948023,88.12841665,31.75815096,57.99247019,46.35611524,278.042606,146.4009171,0,91.22881183,47.55443386,132.9016129
VNG_0033H,8.424861845,13.2106758,15.12463147,8.629882265,17.93898105,16.87799735,212.9753131,13.30373281,35.2715896,17.1903513,22.81428241,48.91357617,454.3259918,323.3191007,231.6567088,294.6365074,224.1780165,215.0348092,376.1840063,141.4827893,207.9739648,70.53138684,257.3591464,205.498846
VNG_0034H,32.69027027,44.08003644,0,6.294799623,23.9995765,15.64667593,423.265443,12.51817481,72.78237019,44.68308978,31.33901137,81.2211715,2754.882412,6227.480063,2974.646841,3573.158205,1631.20596,0,0,0,4323.730672,2566.076007,2675.211007,0
VNG_0035H,87.2926749,97.30938525,91.47316891,100.4414949,101.8425476,82.88918571,62.38723314,73.0115722,72.01278567,105.7830305,86.7030448,96.26370283,29.34000061,22.10789329,63.36094195,95.13692198,86.86335299,104.1508775,20.82308879,76.74962591,46.0484305,13.66454261,71.22878848,39.81297487
VNG_0037H,621.3578307,689.6016895,618.8731769,735.6630635,869.5228018,688.7754124,1652.122184,1389.116629,1469.909026,1204.477345,1007.42733,963.5935302,441.4479677,369.5944316,158.8878363,95.42831887,87.12937997,208.9401144,0,109.9781509,230.9473185,137.0639984,0,0
VNG_0038H,225.8857317,207.3792943,155.2107719,190.5203476,243.066662,158.5710994,278.9084861,202.1992618,204.8767954,278.1869932,215.320623,193.1793048,3427.830923,2927.285453,2763.6139,2400.836371,1867.293148,2141.581818,2724.731369,2869.36609,2905.145912,3065.185538,3728.145187,2604.781831
VNG_0039H,77.4179663,108.0762219,130.488345,88.04224618,110.2553722,138.6287263,403.0720223,121.1411062,269.8355735,200.6841454,155.1296561,267.2786425,329.0164996,462.778277,402.6310901,213.3720798,272.7425095,311.4509144,186.8073473,98.36161576,464.7463351,980.6954133,447.3026508,714.3358567
VNG_0040C,145.4779746,165.5052831,157.5961736,260.251893,272.1969761,210.0535656,553.4080936,448.4868121,429.4286812,281.2928374,263.3706672,273.6683213,36.47653898,0,39.38639432,0,21.59838217,0,0,0,0,67.95326332,70.84342712,0
VNG_0041C,358.5485641,381.3993132,444.3716824,583.0511931,600.2159887,538.6999377,1208.430585,948.0285577,1058.000288,608.2297427,508.6055422,582.1401742,165.6896017,104.040846,29.81782771,0,0,39.21095681,0,61.91766696,0,77.16716772,0,0
VNG_0042G,282.6966657,284.277156,315.4320719,411.7408805,385.8538883,351.1663764,307.8851175,380.2174346,368.5084117,203.2035849,209.0661891,191.2270968,133.0284873,87.70850549,56.85771787,43.13548699,49.2302185,31.48164488,59.00810408,43.4982237,26.09815273,23.23336596,16.14768855,0
VNG_0043H,1182.625338,1268.560815,1621.42413,1959.844451,2221.249676,2269.112096,4225.163264,2076.445179,2720.388195,1178.891377,1100.303418,1295.665938,140.0899416,129.0166413,168.0723677,30.28346138,165.8993088,265.2219747,198.8489597,244.3059303,329.8027385,434.9638663,317.4239588,0
VNG_0044H,635.7614015,590.5755587,748.094677,849.8605171,894.5647339,922.5150758,1247.599203,1745.828276,2217.580043,953.1121625,1179.066861,814.6953358,42.51605061,29.90044529,24.48410891,38.60118275,40.27911586,44.27077458,12.06977499,19.06574777,20.01843807,7.920440038,41.28656012,0
VNG_0045C,27.85435725,24.95790044,19.8469926,20.1695474,21.47612432,19.77630435,39.91009769,19.46143453,22.750377,14.85153215,14.49037346,15.07210899,66.51584305,103.9529593,90.44236343,110.2376042,83.14621355,104.9411327,94.41500516,71.80824427,197.1901552,130.7984263,136.3616368,80.23003696
VNG_0046G,129.8922856,127.942151,113.4567661,102.041025,111.2148958,97.057359,113.1031564,83.12268191,77.48624871,67.27591008,57.48883726,63.3308919,98.67553826,61.96060576,79.91008386,58.65961682,92.509705,62.27141929,93.37561614,73.74913485,58.07579205,53.61564342,47.9108315,22.31628462
VNG_0047G,167.025793,145.1313027,109.5550827,115.7913306,131.0787728,108.5020235,102.5373391,62.99490808,53.61671583,56.09124156,47.79490743,47.7741895,98.43118191,103.83611,106.2828837,63.83404572,139.8784867,102.4939227,111.7739893,29.42667284,46.34566917,146.6965835,38.23386548,53.42659399
VNG_0049H,161.2981784,198.1017501,121.7592433,104.1359597,103.1566892,97.558668,49.58788455,20.01474087,21.63383295,8.325190684,6.993170699,12.49337174,46.51736368,46.73503816,22.32365193,50.27855746,18.36244134,95.40674278,44.01898156,34.76675799,60.83990476,43.32928302,30.11477822,0
VNG_0050C,15.28068343,19.07996091,14.37857161,11.88403304,11.08521105,13.63361349,15.82672527,3.38338509,6.63544258,1.369910349,1.596067782,5.242328121,404.8807059,266.9457905,262.8279809,370.4123455,282.5460265,352.4667507,184.7256269,232.3570637,255.3149123,195.3008536,133.3974767,156.9728928
VNG_0051G,114.6709126,124.9450381,117.4302248,90.47687227,98.60593386,101.3165173,134.6471689,50.76043213,61.87604382,18.89401957,19.10828465,30.19692822,44.40807963,64.69288267,63.93409482,69.11818319,57.84836441,63.05571785,25.21382699,39.82826849,55.7579971,41.36448723,60.37334799,48.20771241
VNG_0052H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0053H,99.80758368,124.1159197,112.4028781,186.2536493,184.3394452,206.2237038,1038.421111,752.5261824,1185.47824,595.1015339,569.2943421,461.0749526,175.95168,159.0968548,101.3265717,91.2855298,83.34681481,133.2463685,99.90072199,236.7084395,138.0757519,229.4491975,0,191.006334
VNG_0054H,0.684145074,1.265162429,1.624579398,0.602232706,1.243708019,1.871176947,10.902338,0.898222841,2.698252296,0.748107341,1.030646879,2.671123836,213.727395,64.4182368,69.23311788,69.3026116,88.58604215,101.1586296,30.33731816,111.8168002,100.6321854,139.3553023,41.50933432,174.0108456
VNG_0055H,11.46152835,15.9826761,15.48916918,13.78044617,12.8611991,17.39428774,36.75217107,5.566526631,11.45212109,7.030764194,10.71976917,15.74336394,239.9606045,60.27068481,43.18366157,233.4262984,71.04208026,283.935934,170.3038546,269.0161336,188.3063282,111.7577235,0,325.6138048
VNG_0056H,41.10062492,39.666767,32.19676463,26.0344396,26.92119672,27.22096299,54.10731246,7.463102744,14.09089609,5.550598284,7.193547902,14.11618185,29.78312975,29.92251683,29.47905231,14.48606134,30.86138498,14.09652562,10.56885562,5.564921927,35.05795605,41.61291965,28.92182188,0
VNG_0057H,20.41729349,21.50368763,15.32970022,19.26939098,19.47179495,16.34769811,25.90019844,8.494128761,10.73772116,4.341190937,3.725375504,7.341316053,285.4935231,235.9397708,185.6232325,149.3121883,179.9517372,217.9446561,143.7952837,247.7911733,202.3567747,145.8312449,62.60201434,99.9744315
VNG_0058H,48.47447876,52.21300234,50.03871691,71.88609316,64.21958042,61.94789945,118.6684384,62.20132371,59.09276485,46.41040526,36.33926916,44.12265125,412.4601957,318.7609781,232.1973409,219.4761333,275.5343827,290.3264781,360.2836976,308.2688945,215.7819396,463.0006207,246.4813155,315.7220132
VNG_0059H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0060G,93.97143783,103.219017,65.47394806,66.92331023,87.67943149,61.30928041,107.1462246,43.83995401,44.23585287,24.33274252,17.80164732,23.17423402,56.04743916,33.78573545,36.31100556,87.23411184,26.54920995,53.055117,95.46689922,41.88938206,52.77905876,52.20616079,87.08252602,30.42141457
VNG_0061C,67.94902282,71.17643324,53.9105532,57.23876593,60.40493408,51.31690691,74.68547361,34.26775749,27.6913372,17.71763808,14.93825435,16.09105032,62.19606701,68.34517327,61.56100993,25.20936153,46.03404071,69.91465694,0,34.86363306,48.80760073,14.48336114,22.64901815,21.09925333
VNG_0062G,61.93726357,68.19516649,53.21885776,55.59632478,55.61495651,53.81117968,54.81206393,10.46010579,14.71222698,4.941654159,5.824602397,11.85189972,22.00699974,33.16483606,23.76254113,21.40771233,45.60736353,20.83206179,31.23747046,32.89562876,51.80918255,20.49865736,10.68525292,59.7248007
VNG_0063G,93.76146529,90.40217855,66.02446183,80.02866478,78.18009531,75.18245708,47.61399859,19.00522913,14.76417911,5.273154325,5.272684763,8.332978603,262.7372824,129.1135164,115.1225291,96.30661966,20.29184192,178.4219655,0,34.15086227,62.75034711,53.20216771,44.3720187,31.00184302
VNG_0064G,14.2297845,15.30726523,14.85006155,12.12369275,13.30655294,12.67047502,52.65235341,23.68357493,25.62843175,16.5598038,15.88976668,16.7227726,17.39817235,17.47956122,37.57196259,11.28290868,30.90509613,24.70391543,74.08665335,26.00648396,27.3059578,0,16.89499379,0
VNG_0065G,70.38524967,64.91989306,53.44294814,50.20802831,52.33381793,46.4432109,32.8674195,15.54308909,14.11872112,8.421957025,7.006264905,10.33617267,468.0179447,578.4790882,1006.271678,798.7267813,663.6310761,851.0860487,1678.291189,948.1235427,2319.611023,1204.577382,1483.055794,2740.862212
VNG_0066H,361.9817515,306.3715387,321.3446466,348.2633049,335.1429879,301.4800552,425.1673265,572.4730541,584.9980204,729.248792,668.5636078,842.0069535,0,371.6757479,0,0,109.525091,0,0,414.7410905,0,0,179.6233793,0
VNG_0067H,53.04124516,49.9192139,51.83736194,46.4822153,49.53612958,42.48483798,129.3746242,73.36913778,82.905665,114.5204618,87.94752155,127.7500613,232.4459803,262.7252326,250.987931,150.7444067,344.0866197,275.0445696,164.9708253,173.7283477,182.4086808,541.2877404,112.861989,315.4174824
VNG_0068H,60.1096844,53.77177407,48.73965602,46.29875113,41.61834751,36.4895065,131.4179671,51.65027255,33.94705602,81.7610634,73.08549192,77.70900337,1182.027209,148.4445902,212.7200858,766.5614124,0,559.4610105,0,0,463.7911714,1101.018688,0,1603.955279
VNG_0069H,972.2410336,939.9973791,1238.194061,1409.97355,1291.889698,1248.798928,4538.155829,2466.089068,3088.630252,2909.350895,2576.353626,2855.445441,0,228.2337072,109.0191864,0,0,0,0,0,237.693234,0,294.1358899,0
VNG_0070H,742.8692123,779.7369217,881.6748059,980.7958643,1089.504517,972.5927191,2910.259931,1750.577712,2268.808099,2344.625893,2163.474956,2487.069067,275.9174198,300.308771,66.20609601,119.2904045,0,43.53105198,261.0977592,0,216.5233121,0,357.2511374,499.2084987
VNG_0072H,32.28695938,35.11356404,38.16026899,43.29960013,58.30067409,42.44477957,57.82998574,40.42633426,69.10305279,37.42179401,37.27758186,47.06748651,76.69066388,67.41826845,82.80836901,124.3374197,0,90.74522955,108.8578994,0,60.18209467,0,0,208.130429
VNG_0073C,4.979485154,6.93824074,6.897530091,4.155000973,6.499020274,7.348680544,93.81667598,6.673833304,16.62969751,6.579404417,7.956090379,16.49581892,0,134.9310151,96.67723928,58.06459807,0,0,0,0,70.26142801,0,0,0
VNG_0075H,60.20812607,81.8252772,93.81308931,86.1765132,80.74699215,109.3712679,269.1397871,120.5433531,150.3043053,62.72678421,65.90012526,80.09615289,1004.118012,605.2915153,72.28147504,520.9491385,118.9112371,665.3591861,570.1150197,300.189382,0,1122.370213,975.084406,2180.076613
VNG_0076H,0,19.01265142,20.9262033,0,4.313140187,21.08978024,122.8787648,26.99671423,23.54442479,14.4545533,16.89641806,36.49198312,4846.661652,405.7777755,2325.909044,0,956.5972758,764.6503908,2293.181587,1207.454994,1267.793032,1504.832533,0,0
VNG_0077H,127.2793546,119.8579424,102.893487,110.7070091,107.5894141,90.7818502,64.84004463,49.53535513,48.31470257,16.91103543,18.74346024,18.78908347,0,27.12162839,33.31287954,10.00390292,27.40171829,29.2046971,43.79220959,11.52916872,24.21058374,43.1060083,14.97979303,0
VNG_0079H,28.71360851,34.48069394,31.73318655,44.23233815,38.71316724,35.26575681,77.70048623,33.19355203,57.89752975,13.03312338,19.73606855,32.30513223,3428.213007,1435.109518,1480.679446,1037.51415,1488.594821,1189.900048,0,170.8145641,358.7001761,0,0,0
VNG_0080H,79.05384327,63.26165638,59.39958292,58.21313027,54.17698844,54.00545139,60.89409096,34.94788645,26.82788199,12.27964098,13.15792726,11.95760754,116.5277691,87.80478135,83.88238333,100.7599862,22.99930089,73.53781845,55.13469599,116.1229864,91.4439934,72.36106835,37.71939985,527.0761009
VNG_0081G,22.29777484,18.43882644,19.14762218,17.53904633,21.30553357,19.53319842,34.04855096,20.15734466,15.59124973,12.02953074,16.58489824,17.38914241,38.86758811,61.82827639,55.95749294,50.4122944,30.68550637,61.32082958,36.78003791,38.73242223,71.16877606,12.06789526,62.90592805,35.16093311
VNG_0084G,19.98237764,17.73130887,12.75547983,15.91248485,17.69875766,16.07412001,25.10228013,18.75951972,18.71422166,20.68748227,21.59721705,19.91241897,663.4799245,400.6593754,426.7958946,411.9667014,543.3126221,461.0216135,480.9026342,379.8227593,354.4910191,394.472959,726.542763,498.0437594
VNG_0085G,38.53868724,33.44947648,26.24960512,25.52582758,26.00077069,22.79964915,34.92730841,31.51344642,26.30163719,30.13681284,30.22632011,27.54027507,159.0973116,89.9111653,89.47347201,64.48565765,76.54094241,112.9528914,56.45728726,118.908733,140.45619,83.35900169,86.90442991,188.9013103
VNG_0086G,9.524927071,9.531569816,9.859952701,9.813149086,11.02967355,10.85096647,22.41804251,25.47493323,21.32087892,22.66273045,34.76332555,24.05684305,53.34627961,40.19686871,53.33501301,65.34762335,31.58717801,44.88729281,50.4811419,35.44055281,46.51428832,22.0845693,17.26782474,80.4314398
VNG_0089G,45.82664322,36.78789064,46.55110321,25.03181047,32.07369611,36.22808485,34.76439373,39.42575413,35.37037364,52.44961053,88.19443484,61.73726948,33.43603509,12.59715677,12.03444966,10.84186131,0,23.73823542,0,12.49490677,26.23861122,0,32.46915946,0
VNG_0090G,16.57517778,15.07293752,14.8945243,12.16547325,13.59912596,15.13869825,26.47745463,26.73787899,22.60558857,23.44396679,37.28791384,27.45468252,61.44220544,19.84161551,12.63680909,17.07691167,15.59181272,8.308839077,12.45900731,19.6806079,68.8800613,65.40712914,102.2833472,23.8211036
VNG_0091C,6.543807847,6.037351612,5.906652683,4.222348255,5.450315269,5.714691062,8.918706247,5.803002702,5.41876979,3.107047623,4.484881643,4.040871459,0,6.316874794,4.52601238,0,0,5.95178364,17.84930758,0,9.868024922,0,12.21129211,0
VNG_0094C,268.7929386,256.6878227,239.0234138,212.5059847,228.1721792,202.7793752,155.9166265,199.6416872,151.6751277,184.6907666,179.8530358,194.6936977,0,14.54684278,13.89693757,12.51984369,0,0,27.40283849,14.42873649,15.14974686,71.92926655,37.49426336,0
VNG_0095G,352.92839,336.023307,307.8092091,256.2935379,266.5457457,333.8856879,192.7717102,183.1140104,141.0793763,55.54857837,62.93674401,59.54326766,77.88312289,100.6042772,124.1413496,151.5253292,85.64367102,42.12864673,63.17154489,99.78696905,78.5802027,93.27265923,86.43525862,150.9769117
VNG_0096C,187.0443568,159.0844307,148.0524347,140.8950878,161.0039475,137.2271451,170.7036797,195.349995,130.0794378,133.3809207,175.0712256,132.8765829,36.35062882,30.43385749,47.9726055,7.857957149,35.87293835,28.6749481,34.39830177,63.39235216,66.55996753,56.43211459,47.06585071,197.3044194
VNG_0097G,306.3035784,275.9299017,267.4421474,248.5554097,308.072409,216.1206781,311.1415929,302.8867116,252.9559162,342.8156772,265.2873553,339.8270515,289.1348771,242.0728625,398.9222711,312.5134168,199.7345557,182.4655706,342.0074324,180.0812434,302.5271253,179.5458351,280.7735464,0
VNG_0098G,27.42214105,22.51406133,21.77973653,31.62238825,22.41470279,27.68383444,14.79007149,11.99413756,10.83541909,4.571225884,5.951580353,5.477451059,218.6482877,185.3480056,113.1267475,194.9703398,250.8389954,174.6354911,77.58942904,112.3487187,117.9621423,114.5608568,79.62200406,259.6082684
VNG_0099G,2244.756434,2045.126073,1991.128237,1811.477438,1604.095804,1796.964691,550.1425269,777.8876904,550.358959,252.7118119,262.0802236,255.0288503,54.39567907,34.15635756,39.1565739,52.91451371,16.10422015,12.87292059,38.60556274,60.9823377,256.1183532,76.00145466,26.4113241,73.81220181
VNG_0101G,5160.852344,5280.27222,4996.859983,4572.112163,4990.99802,5513.495962,1827.317291,2260.550717,1959.021883,1716.433556,1733.403023,1610.562363,0,403.5276769,505.9705324,260.4750962,356.7337112,285.1540787,285.0580353,300.189382,157.5951141,187.0606179,390.033557,1090.03588
VNG_0102C,125.359333,109.8921886,118.3166372,106.7458275,100.4672832,102.9024136,116.3403585,118.4082189,104.6689257,107.409874,101.3270171,98.4550363,59.058798,29.6675456,28.34217137,76.60081271,58.28265579,37.27046319,55.88678448,29.42667284,46.34566917,73.34818332,0,160.2802673
VNG_0104G,9.460599121,9.574817565,10.55951263,10.93035339,13.5008288,15.39069575,46.68923956,47.38090935,39.71273362,31.32585838,49.70421562,35.25817781,11.64549065,8.775005192,16.76601616,7.55228023,20.68646426,16.53569414,0,0,18.27741947,0,0,158.0235848
VNG_0105H,18.61327487,16.65450331,17.58834641,16.11483504,21.39785017,14.08858903,45.84302868,49.61712751,41.37680499,49.62149675,62.73031522,53.89395415,0,55.36341242,34.00078727,20.42096763,55.93522626,44.71157023,89.39302544,70.60366069,148.2630153,87.99235864,61.15649841,0
VNG_0106G,72.87328792,68.07059152,55.46141966,65.03959057,66.18104475,55.78955571,80.3973061,48.52089481,40.98296184,29.74447556,29.65785022,28.3491965,34.56407287,24.30805632,19.90468581,40.34745634,12.27954189,19.63119149,39.24920421,36.16603315,54.24755111,38.6342246,20.13872578,0
VNG_0107G,53.96185204,76.82204411,67.56916935,65.53242569,67.14583755,72.37281116,130.5899387,47.61476026,62.73846465,43.69861738,39.7823496,53.59017244,43.91030353,66.17357341,68.4855542,52.20673016,51.9999071,17.31919847,41.55191694,27.34851904,86.14519116,27.26727531,92.38761261,39.72270757
VNG_0108G,35.01769317,38.42077352,36.87234155,42.1787728,44.08354855,41.40534488,83.93451847,39.03167763,39.8078973,20.39122369,20.72589356,23.20830684,163.4575175,153.7577392,197.2613222,274.3651903,163.2070782,265.4701704,282.0610304,332.964976,266.6033151,176.1386998,105.8203112,217.4556234
VNG_0110C,41.56474604,44.24727407,48.97890684,49.13525111,42.02460379,45.73443175,51.04648009,38.65419701,36.66827173,22.08453915,19.58621263,20.31755704,170.9996874,270.5850978,320.0438417,255.060278,111.3769396,348.0220613,266.9961421,255.6080216,187.8661023,95.56830065,365.3209247,324.8542976
VNG_0112H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_0113H,10.967193,10.29966836,11.02988921,9.408011888,9.261958161,8.975237222,18.9333774,7.773566225,8.656300166,8.512343587,9.194473362,8.548622565,37.63994179,103.9939065,67.73757623,73.22998829,55.71798656,35.6303857,80.1412967,70.3294167,29.53754664,35.06031104,18.27570081,0
VNG_0115G,43.78854613,38.76183102,40.87848995,41.35241317,46.69101833,44.98628885,105.1894301,76.67744918,81.75852893,78.50718537,88.48267607,142.7271153,107.9815168,100.7371059,44.41717272,120.0470879,73.07131145,109.5178623,131.3764186,115.2916872,193.68444,86.21201661,119.8379334,167.4579735
VNG_0116H,4.270623312,10.950213,13.78148684,6.604093493,13.73096165,13.74246585,77.87103754,7.145306906,24.16560053,5.963106356,7.810282912,23.83331718,28.77593729,3.61382021,20.71428754,0,8.519349322,20.42968684,0,10.75341502,22.58163308,26.80380949,13.97191696,0
VNG_0117H,7.114087812,15.62250573,20.91535411,11.93755627,23.87572367,21.64636058,114.3799275,34.63648756,52.49492227,35.56191668,37.2666173,47.97616329,0,137.2040841,0,0,0,0,0,81.65400862,85.73416043,101.7642553,0,0
