,trna.rep.1.tp.1_0,trna.rep.2.tp.1_0,trna.rep.3.tp.1_0,trna.rep.1.tp.2_0,trna.rep.2.tp.2_0,trna.rep.3.tp.2_0,trna.rep.1.tp.3_0,trna.rep.2.tp.3_0,trna.rep.3.tp.3_0,trna.rep.1.tp.4_0,rbf.rep.2.tp.3_0,trna.rep.2.tp.4_0,trna.rep.3.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.2.tp.1_0,rbf.rep.3.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.2.tp.2_0,rbf.rep.3.tp.2_0,rbf.rep.1.tp.3_0,rbf.rep.3.tp.3_0,rbf.rep.1.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.3.tp.4_0
VNG_1336C,385.241,337.031,320.294,302.567,306.075,312.55,145.85,215.029,173.39,141.342,139.683,154.071,111.339,158.413,185.853,97.8345,129.928,310.326,117.438,332.735,168.178,513.872,232.901,0
VNG_1337C,78.9754,68.3023,63.8086,76.0041,87.3729,69.3696,84.3593,161.022,151.378,162.359,55.404,194.219,132.411,26.1804,33.1529,43.1167,38.1738,19.5377,40.6655,10.4743,58.2354,39.9651,14.6631,34.6907
VNG_1339C,419.949,458.416,448.903,451.568,420.24,459.665,657.189,878.524,1215.26,503.188,88.7842,607.859,496.672,37.0181,99.2688,77.7308,80.9644,53.8698,59.5903,79.9752,94.3197,56.509,24.8797,117.723
VNG_1340C,70.141,71.2578,65.0776,94.5407,99.4686,81.2364,146.329,192.858,172.584,120.479,798.715,125.022,97.8168,659.295,887.195,765.664,736.665,754.063,898.591,550.479,1130.33,371.942,288.984,655.205
VNG_1341G,37.5298,39.8443,42.7763,34.4715,29.9623,44.1032,82.4049,89.5832,118.063,113.448,12.5701,133.34,117.605,0,19.9105,33.0154,38.974,29.9209,22.6462,21.3877,21.6204,0,0,0
VNG_1342G,26.7485,25.1785,25.0111,23.0094,25.9656,23.2082,66.3125,71.5336,86.8015,90.0723,92.9042,111.989,79.5092,225.775,214.428,180.105,174.889,42.1223,119.554,135.492,159.794,100.523,0,37.3957
VNG_1343C,140.054,129.981,150.323,134.466,111.857,161.091,88.8168,142.565,122.936,127.292,44.8221,166.991,140.563,21.1801,47.331,58.8628,34.7432,35.5637,26.917,50.8425,12.8489,64.6639,71.1752,126.292
VNG_1344G,153.237,156.13,151.94,120.97,122.721,126.875,68.7391,78.3344,61.2049,47.8928,15.0864,57.645,54.0437,21.3867,4.77927,23.1144,5.84701,17.9553,13.5898,12.8346,6.48713,8.16183,17.9674,0
VNG_1345H,515.708,482.157,534.437,337.472,326.69,398.939,206.985,242.666,260.265,459.72,19.311,465.045,454.027,54.7509,12.2351,25.3602,0,45.9664,11.5968,0,0,0,22.9986,0
VNG_1347C,530.918,520.781,539.34,406.152,354.305,382.298,161.973,224.319,208.701,426.019,177.862,402.317,398.483,504.28,430.64,461.596,374.212,231.846,320.436,151.314,87.4063,109.971,136.175,35.7965
VNG_1349C,1351.57,1282.88,1341.91,1030.15,1066.47,842.042,653.335,1209.58,796.233,777.342,178.861,844.99,723.456,1014.22,679.941,1174.45,901.168,1135.33,912.997,152.164,76.9097,387.058,0,0
VNG_1350C,52.1234,52.3709,46.9401,134.617,104.181,111.006,44.0791,82.6803,53.3304,167.329,19.2385,143.829,158.438,0,33.5204,29.4759,7.45624,15.2647,46.2134,0,0,20.8163,22.9124,54.2072
VNG_1351G,186.518,200.798,197.677,405.27,433.165,418.752,608.587,605.005,632.568,530.717,324.977,437.889,453.524,354.378,554.348,590.922,678.196,396.693,570.464,255.204,429.968,27.0483,59.5439,70.4359
VNG_1352G,327.842,316.426,301.598,237.934,240.388,245.313,135.365,177.578,154.574,155.448,12.822,166.02,145.356,18.1767,14.8937,11.2257,26.5035,13.5647,25.6668,7.27214,18.3782,32.3717,10.1804,24.0852
VNG_1353C,18.8794,21.2978,18.9333,19.5415,19.8071,21.7874,28.284,28.6082,28.0111,36.361,15.9126,46.3978,43.3888,15.0386,18.4836,9.28766,28.7803,4.20857,6.37066,9.02496,9.12316,17.2176,6.31709,59.7811
VNG_1355H,118.385,113.17,116.738,127.922,103.24,114.265,51.6778,66.5981,53.8118,63.2912,25.5354,53.281,50.5562,0,16.1788,0,0,20.2609,30.6696,0,0,0,30.4117,0
VNG_1356G,947.55,987.424,1040.08,1189.46,1007.79,1175.98,371.703,736.09,560.464,246.116,11.7635,262.511,230.379,16.6761,26.0862,12.8738,31.9142,9.33369,21.1931,20.0154,35.4081,19.0924,35.0248,16.5727
VNG_1357C,935.947,920.549,893.111,835.266,627.061,689.186,330.173,521.035,453.12,528.44,467.272,533.996,425.261,0,111.021,153.412,0,0,210.459,0,0,0,0,0
VNG_1359G,232.599,230.412,208.271,171.463,180.635,210.945,128.283,204.291,192.304,178.558,9.10344,247.57,183.074,12.9051,23.0712,19.9252,28.2256,21.6692,27.3345,15.4893,0,0,0,25.6502
VNG_1360H,34.1041,30.9408,26.1688,17.1875,24.1612,29.4858,51.7081,21.2972,27.4522,26.0193,0,24.4792,20.878,0,7.67701,10.6083,18.7843,0,0,0,0,0,0,0
VNG_1362H,308.977,252.177,265.098,275.299,211.743,266.116,81.4127,149.852,121.431,65.1336,70.8452,77.3593,58.7278,50.2155,67.3296,15.5063,54.9146,0,21.2724,0,0,0,0,0
VNG_1364G,276.159,254.906,288.652,254.257,268.754,219.621,210.179,481.913,347.229,471.997,54.4122,513.039,402.19,128.559,166.628,115.125,161.678,194.278,190.611,108.011,101.388,9.81243,10.8005,0
VNG_1365C,132.091,128.324,125.16,110.573,99.5919,113.281,44.8357,64.8016,51.1499,86.1129,113.142,78.6174,65.3958,106.927,101.553,86.6738,109.625,82.2904,118.904,144.381,105.41,40.8068,44.9158,132.83
VNG_1366H,523.052,438.176,582.85,354.023,435.427,458.208,201.544,472.7,325.383,543.487,305.897,782.717,674.473,0,0,0,0,0,0,0,0,0,0,0
VNG_1367G,179.82,173.363,195.962,146.987,143.735,173.177,87.7339,151.351,161.233,189.024,0,213.977,188.903,0,106.65,110.528,0,0,0,0,72.3805,0,0,0
VNG_1369G,272.357,286.261,282.203,306.791,329.106,324.741,402.383,444.157,553.298,342.229,15.6838,357.645,300.941,44.467,17.3897,24.0296,24.3141,31.1104,28.2558,26.6856,26.9759,16.97,18.6788,22.0956
VNG_1370G,104.944,98.4115,132.368,69.5041,62.4556,59.8061,62.5792,94.9396,93.8976,103.585,831.24,134.719,118.74,622.538,536.598,580.142,474.125,777.76,536.86,627.111,404.639,585.465,737.812,331.434
VNG_1371G,30.3121,24.4899,33.7848,17.4521,19.4059,16.5414,37.7972,36.0003,33.0046,31.9581,16.6741,58.0598,44.469,47.2747,42.2577,40.145,77.5479,33.0748,50.0665,0,50.1887,36.083,19.8582,46.9814
VNG_1372C,12.0248,15.3198,16.1295,10.5278,15.1516,13.4874,63.5501,22.9826,41.6166,570.589,23.1828,593.762,557.702,16.4321,25.7045,27.9079,22.4623,50.5842,31.3245,19.7225,19.9371,12.542,34.5124,32.6604
VNG_1374G,123.796,127.071,142.944,129.18,118.056,160.349,164.293,174.444,206.845,316.428,44.0063,332.237,311.976,62.3839,54.3694,61.6443,40.9331,76.8163,66.0679,7.48758,71.906,38.0922,26.205,24.7988
VNG_1375C,49.9919,60.9613,68.6603,55.6402,53.3335,62.1807,90.9936,74.2429,83.698,120.939,729.206,141.856,131.137,1176.31,1234.69,1186.03,2226.82,2020.05,2774.69,481.317,924.452,231.261,112.3,442.809
VNG_1376H,12702.7,15218.2,16763.3,22931.6,23811.7,32409.6,18553.2,14928.5,27272.3,13707.4,441.119,9300.71,10115.4,5628.02,4192.29,1931,3077.34,3850.03,1324.53,1501.11,2655.52,4295.66,2101.43,4971.65
VNG_1377G,453.377,402.982,477.732,371.836,312.883,408.618,106.381,206.82,174.179,157.543,0,145.033,140.715,40.5568,63.4423,75.1424,221.76,0,68.723,48.678,73.8115,0,0,0
VNG_1379G,600.693,572.719,657.183,499.62,421.603,604.019,124.09,242.308,183.803,72.7655,11.879,90.1018,67.0027,50.5193,30.1053,41.6003,36.8312,84.8275,14.2674,20.2118,10.2159,12.8532,70.7371,33.4706
VNG_1380H,127.084,144.264,192.59,120.829,144.004,117.63,1251.61,1163.36,3385.96,2398.94,190.04,3081.92,3903.02,0,75.2542,76.2579,98.2047,100.524,57.0626,107.783,81.7169,137.084,75.4437,0
VNG_1381H,372.677,360.348,341.343,330.15,282.977,235.451,110.592,290.637,317.555,343.29,0,443.891,400.624,0,66.1366,22.8473,60.6842,0,15.6716,0,67.3278,0,0,0
VNG_1382H,24.1963,18.2963,16.4622,12.6582,11.7671,15.6392,19.758,9.82489,21.2082,15.6127,60.8827,17.9991,17.0385,43.154,57.8616,53.303,47.1924,48.3069,18.281,103.591,78.5384,0,0,85.7727
VNG_1383G,60.8946,54.4812,52.1023,37.3531,37.2871,43.5638,50.3409,30.2364,36.8018,34.5245,25.9011,37.3471,41.3178,36.7177,29.7441,18.4247,27.6057,59.0843,31.1089,5.50877,33.4123,28.0253,23.1355,9.12249
VNG_1384H,141.92,71.3525,102.376,111.174,110.837,139.994,92.7453,94.1342,99.959,138.469,0,164.955,84.5818,0,674.29,349.406,0,0,0,0,228.812,287.881,0,749.664
VNG_1385G,192.896,142.97,158.059,139.468,129.17,120.752,124.952,188.946,202.515,257.845,448.117,294.092,212.238,285.865,262.626,166.739,399.454,248.889,242.198,266.862,539.531,121.217,213.476,189.395
VNG_1387H,42.2303,43.0248,38.117,42.4984,58.7303,43.117,41.0618,127.669,87.5491,89.87,37.7029,120.52,85.9164,106.896,71.664,123.784,146.124,14.9575,90.5671,64.1507,145.91,163.18,44.9028,53.1165
VNG_1388H,105.575,101.379,82.5915,105.511,113.806,68.0738,94.0764,178.858,143.902,147.378,24.6193,146.991,115.161,34.9006,54.5945,32.3314,66.7915,9.767,59.1386,0,74.1037,26.6383,0,69.3682
VNG_1389C,253.906,243.823,209.755,228.231,254.386,178.225,242.385,336.338,297.394,366.071,46.5845,296.364,288.151,0,25.8259,30.5887,18.0547,18.4811,20.9816,19.8156,40.0625,25.2025,27.7402,32.8146
VNG_1390H,56.8399,42.7648,52.4015,60.1271,85.366,66.3399,117.865,131.444,109.27,271.416,187.788,316.7,217.785,1597.26,1526.9,1233.07,1115.97,1440.32,826.998,319.517,376.826,203.188,298.198,529.118
VNG_1394H,833.03,792.004,680.418,511.218,658.071,586.589,356.006,285.647,338.952,353.043,95.9558,278.809,278.711,68.014,98.7937,105.012,37.1894,76.1354,129.655,122.45,103.152,77.8689,85.7098,0
VNG_1395G,41.73,45.405,57.256,40.371,38.0637,50.0355,79.0873,50.4193,71.809,36.9025,62.9848,41.4193,61.3078,129.873,107.021,117.806,62.1368,99.9496,134.104,87.6823,132.955,105.323,109.109,145.201
VNG_1397C,155.6,163.808,135.496,83.192,89.0493,105.038,56.4838,49.6329,60.6257,57.0369,40.4094,58.8134,60.7221,34.3709,33.2836,63.6814,25.0582,44.8875,19.4137,27.5023,27.8015,34.9787,9.62522,22.7718
VNG_1398C,214.308,213.245,215.653,120.086,128.075,121.5,113.665,152.198,113.172,111.518,0,127.843,111.406,0,0,0,0,0,0,0,0,0,0,0
VNG_1401C,365.374,313.535,279.535,231.959,216.018,219.959,117.768,139.289,157.302,224.13,28.9578,216.416,177.547,0,45.8681,101.411,22.4462,45.9527,104.34,98.5422,124.518,62.6653,206.926,163.185
VNG_1402H,204.824,205.85,185.66,152.345,157.131,171.222,78.2851,97.3478,115.01,172.398,0,136.584,172.994,35.8145,64.0275,33.178,0,0,15.1718,0,21.7269,27.3359,60.1769,71.1846
VNG_1403H,168.166,136.992,140.522,123.209,125.234,111.827,134.858,88.5015,109.894,136.101,36.5054,129.707,125.343,0,69.3878,15.9803,0,0,43.8452,62.1131,0,0,43.4765,0
VNG_1404G,643.514,725.235,743.917,528.169,547.637,678.004,560.344,682.661,751.884,804.488,708.452,815.069,940.472,401.724,437.643,372.151,878.634,590.221,914.712,301.354,578.802,536.586,168.748,299.424
VNG_1405C,425.494,437.976,394.828,349.225,321.562,451.29,315.839,302.911,399.586,512.409,0,394.568,450.963,57.9234,0,0,31.6719,64.8398,0,0,0,0,0,0
VNG_1406G,166.969,182.964,189.115,115.217,131.793,124.758,117.887,87.8824,80.9538,220.192,36.8371,234.087,209.56,13.0552,23.3394,24.1882,49.969,58.4562,44.2436,15.6694,39.5996,19.929,0,0
VNG_1407C,568.96,483.47,449.239,368.693,292.671,407.822,99.1798,147.904,101.775,157.862,215.736,140.038,110.843,1987.89,968.2,1054.57,1867.34,1797.33,1014.86,367.07,216.454,116.714,171.289,0
VNG_1408G,2263.87,2610.24,3230.76,4122.22,4032.68,2654.31,1090.05,2311.31,2126.67,315.962,50.1509,368.193,321.799,54.6881,75.7708,50.6622,53.8252,61.2183,69.5012,32.8195,19.906,29.219,22.9723,32.6093
VNG_1409C,230.668,216.566,209.529,213.123,185.881,189.212,54.071,70.4168,58.5548,35.8475,52.9706,35.8836,36.6704,171.638,124.657,125.877,117.313,138.096,104.52,103.004,52.0623,24.5635,27.0369,127.93
VNG_1410H,73.1813,71.5156,66.2598,66.8706,65.1234,54.7915,57.4965,90.7737,74.5614,82.2431,79.2007,126.378,81.0299,261.977,158.904,134.829,211.459,153.612,121.549,44.9194,75.6803,57.1306,20.9611,49.5908
VNG_1412H,3464.17,3502.81,3930.24,4016.79,4060.1,3772.51,2628.56,2639.48,2983.2,4814.88,10.7022,3466.85,4273.96,60.686,10.1711,14.0547,0,33.9662,12.854,0,9.20382,11.5798,25.4918,0
VNG_1413H,334.806,319.475,352.89,584.107,577.732,484.736,750.041,1491.67,1499.78,1864.21,20.5295,1953.91,1520.49,7.27571,14.6331,24.7137,3.97828,12.2167,6.1643,26.1979,8.82764,11.1066,0,14.4612
VNG_1414G,1265.6,1184.17,1191.88,1450.88,1257.26,1195.59,450.344,1325.87,930.427,1050.24,199.121,1057.22,725.606,94.0921,111.441,180.142,113.187,157.991,235.171,383.974,291.114,739.715,450.577,935.085
VNG_1416G,470.444,431.303,483.41,1056.76,1198.52,579.869,299.358,455.761,359.306,719.677,246.848,609.608,559.381,87.4836,136.849,139.575,87.6978,122.412,234.713,350.005,114.989,122.417,244.989,173.882
VNG_1417H,87.9008,83.4231,88.1271,50.3372,52.1844,72.2626,54.7395,64.4995,60.0784,82.9617,179.08,104.764,85.6303,236.941,287.437,240.403,333.146,331.542,250.933,182.82,195.076,155.013,127.966,100.916
VNG_1418C,18.3965,18.567,21.3118,38.0692,35.6838,27.9094,55.7758,38.719,38.0209,26.2631,12.9846,27.4713,30.3995,27.6108,2.05672,11.3681,0,0,19.4942,22.0931,22.3335,7.02476,15.4642,0
VNG_1420H,240.258,203.504,237.794,208,175.671,204.141,103.421,202.742,240.634,434.187,55.8733,393.982,280.627,39.6033,26.5504,36.6879,21.6547,0,50.3305,47.5336,72.0762,151.139,166.358,78.7153
VNG_1422H,149.665,136.209,160.836,120.87,126.684,104.261,69.9409,164.16,78.8124,52.9651,20.05,67.3552,52.565,0,3.17585,13.1654,23.3122,15.9086,24.0813,0,8.62148,21.6943,23.8789,112.987
VNG_1423H,771.373,838.612,1016.03,605.561,789.266,757.677,1642.77,412.311,1047.16,1502.25,0,909.002,1714.25,0,0,284.842,0,516.289,390.762,0,0,0,0,0
VNG_1425H,266.299,232.273,264.835,265.566,246.679,279.626,430.735,489.747,565.905,1046.42,4549.09,1073.48,1172.01,13099.2,12136.9,9459,6942.12,4624.59,5506.42,1814.1,3851.07,5306.7,1608.41,6609.11
VNG_1426H,1641.87,1828.49,1837.76,1741.69,1731.23,1807.16,2991.05,2415.37,2785.09,1742.12,0,1278.26,1415.78,119.312,319.95,147.371,587.145,133.558,454.887,143.203,72.3805,182.132,0,0
VNG_1427H,739.429,719.693,692.375,744.673,613.955,471.295,209.51,965.125,833.799,493.188,125.712,432.202,446.493,178.211,238.948,110.061,389.776,99.7454,150.988,0,108.112,136.022,299.437,354.211
VNG_1428G,57.8361,61.0877,56.1651,59.2571,50.0086,50.9107,45.6808,40.6881,50.5944,33.394,496.277,32.5129,34.3458,458.359,431.155,371.951,448.795,483.26,383.826,204.704,342.73,390.528,214.926,190.681
VNG_1429C,168.438,150.754,134.717,93.2549,94.8189,89.4021,64.8395,52.3843,49.1269,106.569,8.80007,97.1697,88.7859,37.4253,16.7268,3.85224,27.285,13.9647,10.5694,44.9194,52.9762,28.5653,52.4028,49.5908
VNG_1431C,62.1368,60.521,64.3328,54.9699,49.5223,45.7395,23.1442,47.0973,28.8017,65.8311,15.1309,91.4939,53.4287,85.7991,57.5204,19.8707,23.457,24.011,27.2598,25.7449,13.0125,49.1154,18.0204,0
VNG_1432G,839.643,917.451,884.797,702.777,646.361,733.108,199.94,203.672,179.602,283.299,9.00002,231.579,313.548,25.5171,42.7671,31.5182,34.8812,35.705,21.6192,15.3133,30.9599,29.2143,21.4374,25.3588
VNG_1433G,5983.12,14171,8489.53,5232.47,10226.9,11487.9,3620.17,983.413,2328.14,1230.34,0,995.469,1612.18,0,0,144.28,255.479,0,0,0,0,0,0,0
VNG_1435G,455.002,519.787,465.42,438.729,393.121,404.812,266.565,307.599,316.674,479.695,17.1555,426.809,398.274,109.439,67.9341,86.3632,66.4892,27.2238,72.1169,43.7845,81.1451,64.9685,40.8631,72.5069
VNG_1437G,273.115,262.38,242.877,224.468,236.035,217.378,189.934,238.406,218.363,217.372,42.4219,247.387,214.785,280.643,188.145,160.942,120.57,145.857,127.378,120.3,60.8045,76.5016,67.3639,39.8432
VNG_1438H,1349.32,1272.54,1245.03,1058.16,900.699,1231.48,281.954,519.212,448.311,380.22,0,363.868,343.019,0,142.843,98.692,87.378,0,0,0,0,121.971,0,0
VNG_1440H,90.4785,94.0116,94.352,62.454,84.5398,80.4673,191.462,97.4133,151.057,193.035,708.438,198.799,247.772,2544.2,1675.73,1653.97,1208.1,1124.21,1871.93,482.157,1462.21,459.923,899.972,931.523
VNG_1442G,374.411,359.033,376.92,335.585,315.794,291.12,285.178,420.694,452.615,1369.33,13.4247,1440.62,1476.5,209.341,170.114,149.855,150.887,101.191,145.115,22.8418,51.9534,29.0513,31.9767,56.7389
VNG_1444G,236.155,207.805,235.704,167.39,177.311,166.089,72.9038,144.195,102.801,101.553,436.846,153.87,117.989,75.0641,73.3885,81.1279,251.396,162.803,158.994,304.071,523.684,121.749,126.126,205.146
VNG_1446H,484.457,521.667,486.136,1335.88,1264.37,1301.43,2944.96,6271.08,6683.29,5722.36,0,5426.56,4109.1,200.015,312.881,61.7637,218.733,0,84.7309,0,0,0,0,0
VNG_1447H,42.2055,34.0358,34.5253,30.0257,29.7515,26.5785,29.0848,46.0393,50.4094,55.5353,0,93.0389,60.2184,0,9.48753,21.8502,7.73811,15.8417,11.9901,0,8.58526,21.6032,23.7786,56.2564
VNG_1448H,597.35,568.771,479.811,382.99,490.482,405.33,444.023,319.39,473.242,587.795,0,586.157,523.308,0,41.3567,0,0,0,0,0,112.271,423.763,0,0
VNG_1450G,56.463,53.6306,49.9748,25.0603,21.6182,26.1387,27.4997,9.17013,11.1403,12.0251,43.867,14.2297,16.2728,31.0932,16.2129,41.6061,51.0043,29.0049,35.1247,62.1989,44.013,23.7323,17.4147,123.601
VNG_1451C,359.66,326.075,306.068,327.129,294.587,267.299,130.65,189.1,135.968,119.924,121.228,127.975,97.4553,206.225,289.311,176.893,238.053,185.963,262.085,41.2534,118.157,61.2127,19.2504,45.5436
VNG_1452G,310.801,258.595,251.939,229.146,210.843,243.638,99.4581,142.16,123.152,137.593,74.9152,137.258,139.816,197.23,115.272,121.807,124.434,135.865,122.113,0,82.8344,0,12.7459,30.1548
VNG_1453H,120.007,110.887,120.186,87.7118,102.966,107.257,114.66,108.502,107.116,228.692,102.142,202.401,263.487,361.993,331.666,290.632,257.314,202.609,291.361,304.135,241.564,165.777,182.47,215.848
VNG_1454C,213.458,195.645,219.511,187.21,164.859,173.234,81.9081,115.415,93.7868,172.015,32.8516,172.212,159.62,62.0944,58.9737,31.1584,42.4407,39.0987,26.3045,18.6321,42.3783,11.8486,39.125,30.8546
VNG_1455H,35.2527,30.9654,28.9665,24.1707,24.381,21.2225,33.4251,34.2944,31.5218,95.9259,0,89.6142,93.9893,59.7218,26.692,14.7534,26.1242,13.3706,20.2396,14.3361,14.4921,45.5835,20.0694,0
VNG_1456H,125.509,76.9881,57.3727,61.7617,64.2186,77.1346,56.4308,83.6726,75.6871,85.1873,158.067,91.594,74.8204,168.058,100.149,69.1939,91.8923,125.417,94.9239,67.2367,271.873,85.5148,94.1257,222.687
VNG_1457C,565.207,556.392,506.864,452.302,383.251,402.476,217.91,413.826,403.981,498.733,125.034,394.088,378.131,19.6944,79.2197,54.7338,53.8435,77.1612,58.4009,23.6381,167.267,240.512,165.457,274.011
VNG_1458G,50.0915,48.8732,63.8289,69.8154,68.593,73.897,219.646,235.24,439.544,1205.34,120.655,1147.33,1260.74,276.3,276.38,207.206,107.913,206.195,250.814,63.167,151.654,40.1694,88.4284,104.604
VNG_1459H,129.835,285.681,375.792,249.716,247.613,361.618,844.199,444.027,1262.33,3290.64,4554.86,3001.6,3680.6,922.432,824.541,1139.37,0,3097.73,781.525,2214.29,559.595,1408.12,4649.72,0
VNG_1461H,112.365,125.541,125.139,102.055,170.767,175.937,295.279,141.141,320.479,347.577,189.743,317.318,393.794,0,120.219,0,147.077,0,0,0,0,0,451.955,0
VNG_1462G,20.4525,21.2498,22.8302,21.7892,19.0186,23.4632,32.1645,27.3696,34.43,59.1077,15.2089,62.5239,62.9742,21.5603,26.4993,14.9798,11.7889,18.101,15.9835,19.4082,13.0796,24.6842,67.9245,10.7133
VNG_1463G,44.3758,57.1418,57.3331,68.2158,75.8281,80.6405,417.497,231.041,638.169,4900.4,218.689,3310.46,5218.51,221.44,257.322,164.111,193.73,123.941,375.227,265.782,214.939,135.214,297.658,352.106
VNG_1464G,17.075,20.3054,23.5441,25.8968,26.4707,27.645,83.9522,69.8263,100.23,324.106,58.6278,296.628,306.842,77.5706,65.624,73.5712,9.08889,40.3154,75.11,133.005,73.9488,76.123,134.992,154.179
VNG_1465G,8.12487,8.80338,8.91421,14.4349,15.3717,15.0478,29.1024,47.5125,73.0315,194.914,15.7357,178.131,196.489,22.3071,14.9548,17.2208,6.09864,0,18.8995,13.387,13.5326,25.5393,9.37031,0
VNG_1466H,2169.94,2278.46,2718.71,3249.03,2103.38,2657.98,1386.9,2440.56,1900.66,716.582,866.105,827.782,528.013,0,548.751,1137.42,2685.39,1374.41,1040.25,0,744.846,0,1031.5,2440.37
VNG_1467G,49.1002,65.5719,101.364,191.583,131.88,200.943,631.621,986.412,2147.98,9060.45,72.7279,6896.71,8731.59,120.283,99.8384,58.3673,103.352,153.881,131.026,82.4966,104.243,144.269,57.7441,136.614
VNG_1468H,11.9088,14.3695,37.9792,27.5808,32.1748,38.0384,124.519,241.777,359.741,1863.71,0,1814.8,1939.23,0,263.064,40.3897,71.5189,292.832,0,156.989,158.697,99.8331,219.772,519.946
VNG_1470G,271.915,253.354,222.22,122.25,106.755,150.789,85.1183,56.523,65.6618,98.4532,46.4616,85.8186,90.316,18.8184,33.6427,40.6772,61.7383,36.8646,39.8595,0,28.5406,7.1817,15.8097,37.4034
VNG_1471C,392.128,385.212,370.807,286.854,231.173,308.563,163.393,248.974,249.122,280.591,217.023,291.995,251.049,275.269,260.531,295.006,221.345,235.635,205.782,155.478,284.87,74.1539,108.828,160.919
VNG_1472G,589.849,609.298,710.527,646.4,585.876,544.887,439.188,1076.21,1067.87,340.725,54.8667,384.71,344.474,121.531,112.979,109.582,77.084,76.1837,80.3136,40.8426,35.3889,40.8143,44.9241,38.6486
VNG_1473H,1727.9,1850.24,2338.66,1891.48,1768.57,1685.94,1337.67,2627.9,3183.7,824.209,0,928.621,708.769,331.205,111.021,51.1372,181.1,92.6884,140.306,198.763,0,0,417.378,0
VNG_1474G,216.122,212.23,248.302,263.319,324.424,254.782,460.127,507.12,486.025,236.584,125.645,234.044,178.677,161.923,94.0805,140.003,150.514,81.5661,205.782,0,98.2309,0,13.6035,32.1837
VNG_1475C,394.667,469.808,438.593,381.899,336.982,313.543,180.864,237.81,211.335,501.022,78.3936,388.439,433.561,83.3488,114.86,96.5163,68.3614,108.851,79.4438,58.3559,58.9909,79.5213,64.1877,69.0264
VNG_1476C,279.71,344.255,373.189,304.532,267.33,262.831,160.168,221.449,186.957,444.979,90.8627,383.223,498.387,74.3123,58.6763,53.5436,32.5066,66.5486,100.737,83.2466,51.0926,37.8132,87.4037,19.6937
VNG_1478G,539.824,534.209,499.678,532.743,544.734,456.054,330.385,772.77,549.833,501.378,114.222,483.471,374.055,242.885,170.069,180.004,177.076,172.195,171.485,97.1735,68.7616,210.103,244.863,257.47
VNG_1479H,2527.19,1888.58,1975.72,1748.19,1252.11,1380.71,685.345,1152.44,1021.6,1172.58,659.185,945.008,814.233,1868.94,1252.95,1875.64,1788.35,1307.56,989.653,560.795,850.345,713.245,392.533,1857.34
VNG_1480C,155.662,121.565,149.739,146.141,94.543,104.267,130.751,136.602,122.531,92.1732,77.753,101.87,106.306,661.342,443.368,408.438,482.153,92.5388,536.971,0,234.035,42.0648,92.601,219.08
VNG_1481G,252.399,224.591,264.21,217.266,194.155,205.248,71.1145,132.8,141.994,200.557,45.2382,219.195,175.838,384.781,236.464,257.44,245.46,233.31,285.253,76.9718,58.357,0,0,63.7324
VNG_1482G,942.627,928.289,942.911,931.852,868.066,867.29,342.778,540.907,455.136,708.352,100.29,707.589,636.994,317.153,197.958,209.379,179.396,153.027,203.846,367.535,205.67,300.502,486.954,217.37
VNG_1483C,1653.05,1454.62,1558.15,1188.75,1374.88,1555.91,924.507,1078.87,941.015,1198.43,47.0285,1383.87,1723.28,33.3341,171.33,20.5868,18.2267,74.6289,42.3631,80.018,80.8887,101.771,0,66.2546
VNG_1484H,84.5858,71.3517,75.7287,73.2225,64.043,62.8584,40.0154,78.0591,67.4839,114.374,46.7226,133.026,97.9416,56.7724,40.1751,84.7333,72.4326,84.7352,60.125,56.7839,63.1419,36.1102,47.6956,56.4202
VNG_1486H,1048.39,1050.95,1107.16,1098.68,746.26,1054.62,417.602,1019.59,1100.69,898.051,469.191,726.552,780.845,0,0,205.389,0,372.276,281.764,0,0,0,0,1322.01
VNG_1487H,1378.48,1285.07,1209.17,768.006,662.168,754.266,162.926,203.204,217.497,368.85,82.8363,309.25,299.223,39.1432,166.199,132.96,149.822,109.543,132.655,46.9814,118.731,29.8766,65.77,77.8008
VNG_1488G,484.15,450.739,434.406,352.269,333.952,356.216,220.024,270.779,353.493,288.288,63.7717,222.484,178.554,429.417,439.402,293.12,271.874,354.194,306.375,325.518,95.976,86.252,18.9874,134.764
VNG_1490H,2003.15,4523.14,12222.4,4762.69,4676.28,7945.01,3982.35,4430.26,5364.98,3953.25,174.522,5277.85,8539,1138.06,984.114,870.93,378.779,415.42,398.263,296.946,150.088,75.5339,166.28,98.348
VNG_1492C,153.468,150.951,195.253,118.107,97.5935,133.67,39.3241,64.4096,52.513,51.2923,231.732,53.1335,55.2377,657.011,636.227,515.657,2574.6,2604.76,1101.7,164.286,465.006,167.157,229.986,163.234
VNG_1493G,136.754,123.777,178.336,988.259,1335.07,271.742,148.818,176.475,182.58,433.788,72.8569,387.389,278.594,47.6689,102.975,112.853,43.4415,44.4675,94.2368,95.3572,48.1974,97.0238,46.7222,142.12
VNG_1494G,85136.2,90021.2,66988.9,64111.6,64798.1,67835.2,18808.7,17903.1,16580.3,10220.7,0,7338.49,8620.18,0,110.438,0,270.222,0,418.705,0,0,377.202,0,0
